Symbols	EntrezID	EnsemblID	Ensembl_version_id	nCov1	nCov2	Ctrl1	Ctrl2	Ctrl3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gid	Symbol	Tag
RPL22L1	200916	ENSG00000163584	ENSG00000163584.18	78	44	838	1049	909	139,37152500356	1,77149711310364	0,243539846536838	7,27395183291159	3,49120515140322e-13	5,15480277093863e-12	ENSG00000163584.18	RPL22L1	Up
PPM1L	151742	ENSG00000163590	ENSG00000163590.14	22	26	855	1170	798	68,8891322844937	0,407645401503713	0,336889661686638	1,21002645038983	0,226268743498602	0,350936111949566	ENSG00000163590.14	PPM1L	NC
SNHG16	100507246	ENSG00000163597	ENSG00000163597.15	55	116	687	518	565	192,245519029406	3,01538873416524	0,413371596257827	7,29462005000579	2,99503070604223e-13	4,44970076838258e-12	ENSG00000163597.15	SNHG16	Up
ICOS	29851	ENSG00000163600	ENSG00000163600.12	16	38	7099	2387	4568	178,838269452804	-1,7544204024343	0,623657642067541	-2,81311457455739	0,00490641656276898	0,0141013560516588	ENSG00000163600.12	ICOS	Down
RYBP	23429	ENSG00000163602	ENSG00000163602.10	24	4	126	180	146	30,2823904775905	2,26324374616952	0,640264942116287	3,53485502218621	0,000407998944039253	0,00155914771193457	ENSG00000163602.10	RYBP	Up
PPP4R2	151987	ENSG00000163605	ENSG00000163605.15	116	80	4052	4510	3847	291,865657261953	0,301580931482885	0,170123775536229	1,7727147809429	0,0762759805891536	0,141898670016063	ENSG00000163605.15	PPP4R2	NC
NEPRO	25871	ENSG00000163608	ENSG00000163608.15	114	55	2959	3242	2751	236,470451020934	0,530434150700511	0,325711644475185	1,62853910720691	0,103410623976954	0,182013161740661	ENSG00000163608.15	NEPRO	NC
CDS1	1040	ENSG00000163624	ENSG00000163624.6	8	18	630	805	489	41,7983923517794	0,107589544208001	0,441249421434531	0,243829315080392	0,807363015267516	0,889404073962848	ENSG00000163624.6	CDS1	NC
WDFY3	23001	ENSG00000163625	ENSG00000163625.15	336	310	8804	9349	8727	861,786491193609	0,927261449250353	0,105214997389852	8,81301594120258	1,21823218654294e-18	2,94264669059553e-17	ENSG00000163625.15	WDFY3	NC
COX18	285521	ENSG00000163626	ENSG00000163626.16	36	18	1726	1874	1550	102,893417057686	-0,24064981975821	0,242223801619012	-0,993501952119148	0,320465399621707	0,465432211398432	ENSG00000163626.16	COX18	NC
PTPN13	5783	ENSG00000163629	ENSG00000163629.13	77	52	289	179	313	132,120008470869	3,70423253384031	0,343885305315003	10,7717092780315	4,68226682622931e-27	2,02127253474453e-25	ENSG00000163629.13	PTPN13	Up
THOC7	80145	ENSG00000163634	ENSG00000163634.12	58	94	2254	2311	2142	203,35910442985	0,822524104686019	0,282772104388161	2,90878800250021	0,00362832808225552	0,0108230605123254	ENSG00000163634.12	THOC7	NC
PSMD6	9861	ENSG00000163636	ENSG00000163636.10	192	60	4669	4720	3868	341,044080508863	0,466104690937899	0,476258543212774	0,978679957725528	0,327738138037379	0,473791770242219	ENSG00000163636.10	PSMD6	NC
PPM1K	152926	ENSG00000163644	ENSG00000163644.15	126	103	3211	4916	3134	312,291110275623	0,649475513033873	0,246962013387109	2,62985996966194	0,00854200449890971	0,0229344339599801	ENSG00000163644.15	PPM1K	NC
GMPS	8833	ENSG00000163655	ENSG00000163655.16	98	38	3294	3313	2942	211,266649789272	0,113236578321651	0,42976447506357	0,263485199201029	0,792176629961227	0,880062879992632	ENSG00000163655.16	GMPS	NC
TIPARP	25976	ENSG00000163659	ENSG00000163659.13	56	163	10023	9588	10282	475,784314747698	-0,848199905725807	0,538439829326673	-1,57529190733623	0,115189081096299	0,199238463706511	ENSG00000163659.13	TIPARP	NC
CCNL1	57018	ENSG00000163660	ENSG00000163660.11	342	240	16289	16697	16448	1007,8027627558	-0,108894308035556	0,135416601327328	-0,804142970420126	0,421314410417193	0,579118746492891	ENSG00000163660.11	CCNL1	NC
HESX1	8820	ENSG00000163666	ENSG00000163666.10	14	16	103	109	99	33,4568460539726	2,9538599730112	0,320781382077283	9,20832734706392	3,31246179418637e-20	9,04845027336958e-19	ENSG00000163666.10	HESX1	Up
SLMAP	7871	ENSG00000163681	ENSG00000163681.15	139	106	3239	3509	3048	321,483819860935	0,990454127456228	0,127684815659197	7,75702359237328	8,69457601099517e-15	1,51717528477577e-13	ENSG00000163681.15	SLMAP	NC
RPL9	6133	ENSG00000163682	ENSG00000163682.16	1222	1335	11266	13209	12671	2882,19710661026	2,48248895371795	0,14692911630305	16,8958271592519	4,82894190448589e-64	1,14079772596305e-61	ENSG00000163682.16	RPL9	Up
SMIM14	201895	ENSG00000163683	ENSG00000163683.12	107	148	10397	10798	11739	570,522732854748	-0,615626341798376	0,26141506696048	-2,35497650902977	0,0185238766753897	0,0446017745379868	ENSG00000163683.12	SMIM14	NC
RPP14	11102	ENSG00000163684	ENSG00000163684.11	34	14	841	1064	816	76,4450312702723	0,576277513819639	0,419467361799509	1,37383159287392	0,169493970623213	0,274836429360223	ENSG00000163684.11	RPP14	NC
C3orf67	200844	ENSG00000163689	ENSG00000163689.20	38	32	91	24	27	66,9919873332062	5,27345387061024	0,602257214972764	8,75614893355611	2,02034721223214e-18	4,77815449599193e-17	ENSG00000163689.20	C3orf67	Up
RBM47	54502	ENSG00000163694	ENSG00000163694.15	268	188	11067	13663	9541	766,217407155534	0,122325316366392	0,248415925918533	0,492421393330912	0,622421478759316	0,768025297907371	ENSG00000163694.15	RBM47	NC
APBB2	323	ENSG00000163697	ENSG00000163697.17	8	41	4333	1094	1911	117,881385642099	-0,809729755762212	0,814980212174329	-0,993557565774378	0,320438311732774	0,465426851268913	ENSG00000163697.17	APBB2	NC
PCOLCE2	26577	ENSG00000163710	ENSG00000163710.9	6	108	18355	18942	12142	569,568885143036	-2,30707971817957	1,04315500152572	-2,21163653992478	0,0269917885454618	0,0605203869576906	ENSG00000163710.9	PCOLCE2	NC
U2SURP	23350	ENSG00000163714	ENSG00000163714.18	214	178	7985	8605	8208	614,278725610909	0,340803646105531	0,114797004723857	2,9687503339075	0,0029901343417423	0,00912576775678252	ENSG00000163714.18	U2SURP	NC
MTMR14	64419	ENSG00000163719	ENSG00000163719.19	132	56	9192	9005	7795	408,196745271015	-0,863532680027989	0,322117606893437	-2,68079937745739	0,0073446534328955	0,0201063745702773	ENSG00000163719.19	MTMR14	NC
TTC14	151613	ENSG00000163728	ENSG00000163728.11	28	19	5365	5432	5705	200,898274778358	-2,12152922372726	0,26110498138666	-8,12519628105282	4,46639041458503e-16	8,67375439320225e-15	ENSG00000163728.11	TTC14	Down
CXCL3	2921	ENSG00000163734	ENSG00000163734.4	2	44	992	996	1288	75,8684699324435	0,181176495871747	1,14682076842903	0,157981526720981	0,874471355445303	0,929512247187299	ENSG00000163734.4	CXCL3	NC
MTHFD2L	441024	ENSG00000163738	ENSG00000163738.18	30	12	394	508	367	47,4496689686548	1,30278646742696	0,50661420445542	2,57155534915839	0,0101242830464269	0,0265818071485205	ENSG00000163738.18	MTHFD2L	Up
CXCL1	2919	ENSG00000163739	ENSG00000163739.5	104	38	113	127	104	146,610062673894	5,08985227529965	0,463627049801083	10,9783332906987	4,85803985251856e-28	2,24598152149342e-26	ENSG00000163739.5	CXCL1	Up
RCHY1	25898	ENSG00000163743	ENSG00000163743.13	26	10	1805	1817	1561	79,2051762856238	-0,892016475123233	0,360847795067956	-2,47200201113948	0,0134358760466131	0,0339862690472656	ENSG00000163743.13	RCHY1	NC
GYG1	2992	ENSG00000163754	ENSG00000163754.17	45	96	5660	5683	5469	280,211510295785	-0,670093032371382	0,4355645349094	-1,53844718443563	0,123939312873415	0,211665661594588	ENSG00000163754.17	GYG1	NC
HPS3	84343	ENSG00000163755	ENSG00000163755.9	115	77	2863	3242	3254	260,617938193405	0,652252703081731	0,226249533610794	2,88289081825808	0,00394043992847931	0,0116266233300094	ENSG00000163755.9	HPS3	NC
TOPBP1	11073	ENSG00000163781	ENSG00000163781.14	101	66	4863	4288	3840	281,891851697691	0,0423133890455058	0,167685446407864	0,252337873989292	0,800779915860547	0,88537166381249	ENSG00000163781.14	TOPBP1	NC
RYK	6259	ENSG00000163785	ENSG00000163785.12	50	80	2685	2861	2946	203,519873851251	0,278981670896819	0,31602782534527	0,882775656200599	0,377357495852135	0,530235999640696	ENSG00000163785.12	RYK	NC
SNRK	54861	ENSG00000163788	ENSG00000163788.14	64	67	2539	2579	2287	199,413149570127	0,504005190925895	0,14565556762984	3,46025352224601	0,00053966703449957	0,00200826759696586	ENSG00000163788.14	SNRK	NC
SLC4A1AP	22950	ENSG00000163798	ENSG00000163798.13	78	88	3426	3516	3007	243,099503523515	0,39265435370278	0,173289066854659	2,26589225061791	0,0234579812082797	0,0537632921125369	ENSG00000163798.13	SLC4A1AP	NC
PLB1	151056	ENSG00000163803	ENSG00000163803.13	26	0	737	380	882	39,0947183988709	-0,224919916689889	1,33813146725403	-0,168085066522982	0,866516357392549	0,92557073699364	ENSG00000163803.13	PLB1	NC
KIAA1143	57456	ENSG00000163807	ENSG00000163807.6	58	44	191	242	196	102,928146775381	3,68301666924958	0,230899423750456	15,9507399777229	2,81541108702115e-57	5,00212459080831e-55	ENSG00000163807.6	KIAA1143	Up
WDR43	23160	ENSG00000163811	ENSG00000163811.12	110	80	2668	2913	2148	260,644625388199	0,993753771845133	0,170669569252333	5,8226769786703	5,79124209864571e-09	5,27096200832707e-08	ENSG00000163811.12	WDR43	NC
ZDHHC3	51304	ENSG00000163812	ENSG00000163812.15	72	32	7323	6505	7167	291,647160839683	-1,36465723587783	0,325986587968844	-4,18623736755777	2,83616752966652e-05	0,000140585495856054	ENSG00000163812.15	ZDHHC3	Down
CDCP1	64866	ENSG00000163814	ENSG00000163814.8	33	137	10701	10907	10656	459,224630424477	-1,26294036308547	0,672934513602756	-1,87676562511847	0,0605502237287963	0,116808032099934	ENSG00000163814.8	CDCP1	NC
LZTFL1	54585	ENSG00000163818	ENSG00000163818.17	50	70	1415	1673	1704	171,007243902003	1,06901735732286	0,306325191522015	3,48981209155968	0,000483360292586514	0,00182015757050707	ENSG00000163818.17	LZTFL1	Up
FYCO1	79443	ENSG00000163820	ENSG00000163820.15	44	44	4771	4635	4508	205,601267364485	-1,040286843057	0,29479769433929	-3,52881607635544	0,000417423132767298	0,00159137480195626	ENSG00000163820.15	FYCO1	Down
CCR1	1230	ENSG00000163823	ENSG00000163823.4	312	187	12874	15294	7418	798,35022896831	0,157375890117443	0,321067442408265	0,490164586409	0,624017438116453	0,768933934611646	ENSG00000163823.4	CCR1	NC
DTX3L	151636	ENSG00000163840	ENSG00000163840.10	429	511	16698	16926	14674	1385,04296177204	0,675692687051923	0,175192772050851	3,85685253530778	0,000114856404705959	0,000498522711158635	ENSG00000163840.10	DTX3L	NC
ZNF148	7707	ENSG00000163848	ENSG00000163848.19	161	92	3729	4524	3768	366,859990602906	0,80156569739469	0,33247755281527	2,41088666169308	0,0159137928727111	0,039210856066194	ENSG00000163848.19	ZNF148	NC
SMIM12	113444	ENSG00000163866	ENSG00000163866.9	28	20	2805	3131	2343	119,824225762596	-1,11539111997722	0,263752507161516	-4,22893087152411	2,34804473984667e-05	0,000118271475672971	ENSG00000163866.9	SMIM12	Down
ZMYM6	9204	ENSG00000163867	ENSG00000163867.17	13	20	2179	2323	1685	89,2446560733299	-1,21896244360226	0,309755799760022	-3,93523686900012	8,31146819196336e-05	0,000372165242545325	ENSG00000163867.17	ZMYM6	Down
YEATS2	55689	ENSG00000163872	ENSG00000163872.16	107	109	3539	3475	2710	300,320325592936	0,838828846568853	0,160136250794567	5,23821959366937	1,62133079905965e-07	1,20481747383976e-06	ENSG00000163872.16	YEATS2	NC
MEAF6	64769	ENSG00000163875	ENSG00000163875.15	82	52	2972	3617	3203	211,885215042591	0,0875219489256127	0,224736283180561	0,389442895855381	0,696948545313073	0,820267153571688	ENSG00000163875.15	MEAF6	NC
SNIP1	79753	ENSG00000163877	ENSG00000163877.11	42	50	1299	1156	1311	129,804015858319	0,988871310850717	0,229779879677465	4,30355918124235	1,68075924148868e-05	8,7256609933648e-05	ENSG00000163877.11	SNIP1	NC
DNALI1	7802	ENSG00000163879	ENSG00000163879.11	46	46	522	348	274	97,3872349015071	2,67429259590922	0,308952439443685	8,65600090656245	4,88604754922084e-18	1,12342513596951e-16	ENSG00000163879.11	DNALI1	Up
POLR2H	5437	ENSG00000163882	ENSG00000163882.9	26	80	2081	1857	1641	158,163535808681	0,653700016636505	0,517222642713891	1,26386581454847	0,206278193668403	0,324520205450664	ENSG00000163882.9	POLR2H	NC
TMEM41A	90407	ENSG00000163900	ENSG00000163900.11	6	16	1681	1599	1268	62,9721998786639	-1,36056182536665	0,379478211671911	-3,58534899638181	0,000336627737025057	0,00131220726936803	ENSG00000163900.11	TMEM41A	Down
RPN1	6184	ENSG00000163902	ENSG00000163902.12	91	110	18824	22522	17492	729,137869965655	-1,88002865404059	0,225087890362033	-8,3524202524478	6,68782182352168e-17	1,39451788130038e-15	ENSG00000163902.12	RPN1	Down
SENP2	59343	ENSG00000163904	ENSG00000163904.13	58	58	2268	2204	2174	184,028659341936	0,514850411916805	0,19939111713926	2,58211308158338	0,00981974033131828	0,0258771905174981	ENSG00000163904.13	SENP2	NC
IFT122	55764	ENSG00000163913	ENSG00000163913.11	40	31	1738	1995	1566	110,53295786567	0,0418191017722079	0,311906386349368	0,134075811212683	0,89334262677958	0,940814318186002	ENSG00000163913.11	IFT122	NC
RFC4	5984	ENSG00000163918	ENSG00000163918.10	8	14	983	679	660	42,5285537838249	-0,395541524078714	0,416029541827369	-0,950753454529543	0,341729545743092	0,490302590512431	ENSG00000163918.10	RFC4	NC
BAP1	8314	ENSG00000163930	ENSG00000163930.10	66	32	5746	4868	5209	232,311241751468	-1,08084503671196	0,293416955412207	-3,68364887159821	0,000229918901754659	0,000930846807894851	ENSG00000163930.10	BAP1	Down
TKT	7086	ENSG00000163931	ENSG00000163931.16	148	240	44591	41926	53422	1676,61044646906	-2,15059109935241	0,313071669946891	-6,86932516032903	6,4506322808585e-12	8,29896425935942e-11	ENSG00000163931.16	TKT	Down
PRKCD	5580	ENSG00000163932	ENSG00000163932.15	86	111	20471	17909	17048	701,150676031182	-1,79903637921556	0,210272831924253	-8,55572430709274	1,17130930112215e-17	2,59328603043502e-16	ENSG00000163932.15	PRKCD	Down
RFT1	91869	ENSG00000163933	ENSG00000163933.10	20	12	1713	1660	1557	70,6908270479698	-0,981055283570455	0,307202382588131	-3,19351456621274	0,0014055224650801	0,00470946414499565	ENSG00000163933.10	RFT1	NC
SFMBT1	51460	ENSG00000163935	ENSG00000163935.14	38	4	1316	1289	1041	69,2854256447398	-0,264489553852497	0,864305309374332	-0,306014033448389	0,759593960870788	0,859962454403886	ENSG00000163935.14	SFMBT1	NC
GNL3	26354	ENSG00000163938	ENSG00000163938.17	120	48	3522	3620	2885	250,607243815562	0,394145099754491	0,364654598111543	1,08087242501719	0,279753866228981	0,416463445480966	ENSG00000163938.17	GNL3	NC
PBRM1	55193	ENSG00000163939	ENSG00000163939.18	416	220	9594	9871	7715	842,111250442198	0,856308596833208	0,252061453539317	3,39722152994582	0,00068073833553933	0,00246995995568346	ENSG00000163939.18	PBRM1	NC
UVSSA	57654	ENSG00000163945	ENSG00000163945.17	18	14	2619	3095	2158	105,21924029298	-1,59711398132857	0,31684056794736	-5,0407496479236	4,63711768791412e-07	3,19412867846132e-06	ENSG00000163945.17	UVSSA	Down
TASOR	23272	ENSG00000163946	ENSG00000163946.13	148	161	8457	8534	9129	518,209882604126	-0,161912919714851	0,234684816399386	-0,689916468389281	0,490246718827962	0,653439392483324	ENSG00000163946.13	TASOR	NC
ARHGEF3	50650	ENSG00000163947	ENSG00000163947.11	361	180	6085	6420	6604	663,021664928567	1,07490183392832	0,293907565286007	3,65727854906462	0,00025490732321344	0,0010212444342979	ENSG00000163947.11	ARHGEF3	Up
SLBP	7884	ENSG00000163950	ENSG00000163950.13	152	93	3709	3650	3126	319,508611678193	0,848334971757997	0,217164238418258	3,90642113976476	9,36731951622282e-05	0,000413848407233371	ENSG00000163950.13	SLBP	NC
LRPAP1	4043	ENSG00000163956	ENSG00000163956.13	53	166	26319	21671	21910	854,528520511461	-1,98137346595669	0,524543966062664	-3,77732581851869	0,000158521295169161	0,000666645305858104	ENSG00000163956.13	LRPAP1	Down
UBXN7	26043	ENSG00000163960	ENSG00000163960.12	76	58	3128	3858	3018	220,171775618505	0,0904489211655004	0,203797038150062	0,443818624581287	0,657173721875509	0,792145818496198	ENSG00000163960.12	UBXN7	NC
RNF168	165918	ENSG00000163961	ENSG00000163961.4	35	118	2610	2951	2591	234,364476731851	0,676473087683539	0,563635176483709	1,20019671572626	0,230062950558847	0,355589424912941	ENSG00000163961.4	RNF168	NC
PIGX	54965	ENSG00000163964	ENSG00000163964.15	8	26	2326	2236	1814	100,05461463401	-0,926070889413101	0,936428391962792	-0,988939354425189	0,32269281429037	0,467942672621543	ENSG00000163964.15	PIGX	NC
S100P	6286	ENSG00000163993	ENSG00000163993.7	300	229	459	183	493	501,345529941634	5,13505932539534	0,404474606279387	12,6956284663476	6,25260026488502e-37	4,78357297133446e-35	ENSG00000163993.7	S100P	Up
ERMAP	114625	ENSG00000164010	ENSG00000164010.15	34	8	1835	1789	2543	96,4054147683118	-0,933335075425901	0,557676778757676	-1,67361294387238	0,0942066929646735	0,168462442634716	ENSG00000164010.15	ERMAP	NC
ZNF691	51058	ENSG00000164011	ENSG00000164011.18	6	49	1196	1111	1239	90,382855052736	0,406226311680119	1,02014997869894	0,398202539001378	0,69048089454106	0,815557291953393	ENSG00000164011.18	ZNF691	NC
AIMP1	9255	ENSG00000164022	ENSG00000164022.17	68	61	4392	4701	4304	246,485498276685	-0,381988359144057	0,152215525306953	-2,50952298311063	0,0120894348205768	0,0310245335397635	ENSG00000164022.17	AIMP1	NC
SGMS2	166929	ENSG00000164023	ENSG00000164023.14	52	99	14488	15800	11818	526,289833575498	-1,8266456866999	0,37037108171598	-4,93193388165403	8,14194786570616e-07	5,3890269463347e-06	ENSG00000164023.14	SGMS2	Down
METAP1	23173	ENSG00000164024	ENSG00000164024.12	51	16	2867	3110	2625	137,739461242645	-0,77525954980413	0,437772253210861	-1,77091979703591	0,0765740397571724	0,142354609711146	ENSG00000164024.12	METAP1	NC
DNAJB14	79982	ENSG00000164031	ENSG00000164031.17	42	34	6022	7147	5933	248,081072430084	-1,6543611735196	0,204961361285432	-8,07157584797514	6,93965902959539e-16	1,32612257616215e-14	ENSG00000164031.17	DNAJB14	Down
H2AFZ	3015	ENSG00000164032	ENSG00000164032.12	278	159	10828	9346	9972	690,953634058321	0,179971184960411	0,246058963876886	0,731414869528829	0,464525785547198	0,625712740456996	ENSG00000164032.12	H2AFZ	NC
BDH2	56898	ENSG00000164039	ENSG00000164039.15	14	27	1221	1245	1070	81,7968312615521	0,0897943219770322	0,492356168359895	0,182376758427033	0,855287064009194	0,918625163578227	ENSG00000164039.15	BDH2	NC
PGRMC2	10424	ENSG00000164040	ENSG00000164040.18	35	38	2447	2896	2351	136,460215055887	-0,416527809303737	0,223898798362538	-1,86033963714844	0,0628374890060751	0,120603547777217	ENSG00000164040.18	PGRMC2	NC
CAMP	820	ENSG00000164047	ENSG00000164047.6	4	39	1078	2024	914	85,5032183590635	0,000661730221214272	1,0886262908826	0,000607858019557635	0,999514999500902	0,999747520554152	ENSG00000164047.6	CAMP	NC
ZNF589	51385	ENSG00000164048	ENSG00000164048.14	13	113	11290	13817	7334	413,078338647509	-1,70782854495071	0,909010056318846	-1,87877849434007	0,0602747446804178	0,116349686732479	ENSG00000164048.14	ZNF589	NC
CCDC51	79714	ENSG00000164051	ENSG00000164051.14	6	26	879	730	766	54,6384133461428	0,15864668234218	0,58681370516703	0,27035272173308	0,786888908769408	0,877061659291057	ENSG00000164051.14	CCDC51	NC
SHISA5	51246	ENSG00000164054	ENSG00000164054.15	123	132	17242	16730	14540	702,341117885693	-1,23270016369604	0,125465622764002	-9,82500334784708	8,78711115123893e-23	2,90623562352822e-21	ENSG00000164054.15	SHISA5	Down
SPRY1	10252	ENSG00000164056	ENSG00000164056.11	6	48	1362	1195	1683	100,12104473811	0,203877266491665	0,869318366632605	0,234525433163693	0,814577090868948	0,89400542676642	ENSG00000164056.11	SPRY1	NC
APEH	327	ENSG00000164062	ENSG00000164062.13	28	46	6644	5670	6076	234,154233518648	-1,71853870041784	0,409236728230104	-4,19937552489558	2,67652116093693e-05	0,000133565115872382	ENSG00000164062.13	APEH	Down
INTU	27152	ENSG00000164066	ENSG00000164066.13	2	30	661	554	699	52,8659881432051	0,569289580989351	1,0852514498291	0,524569288600353	0,59988264093171	0,751881822221893	ENSG00000164066.13	INTU	NC
ABHD18	80167	ENSG00000164074	ENSG00000164074.15	78	44	1047	1232	932	152,737349025022	1,6420458124822	0,307150277548173	5,34606651047114	8,98861900851758e-08	6,9491855787397e-07	ENSG00000164074.15	ABHD18	Up
RAD54L2	23132	ENSG00000164080	ENSG00000164080.13	36	28	2525	1999	1821	123,158325169047	-0,291467124737061	0,257310440950379	-1,1327450361537	0,257321339108577	0,389487724294599	ENSG00000164080.13	RAD54L2	NC
DUSP7	1849	ENSG00000164086	ENSG00000164086.10	28	4	2143	2032	1704	90,0455400585539	-1,02212761887973	0,758457722540658	-1,34763954338264	0,177774345607645	0,286040931208229	ENSG00000164086.10	DUSP7	NC
PPM1M	132160	ENSG00000164088	ENSG00000164088.18	72	24	10373	9888	9471	361,043451492943	-2,01063052652236	0,565427138610941	-3,55594981072501	0,000376615976640829	0,00145228524947525	ENSG00000164088.18	PPM1M	Down
WDR82	80335	ENSG00000164091	ENSG00000164091.12	130	94	9799	9962	9097	479,154221951789	-0,691689434205778	0,113756945501067	-6,08041496859013	1,19871908788812e-09	1,1886560401946e-08	ENSG00000164091.12	WDR82	NC
C4orf3	401152	ENSG00000164096	ENSG00000164096.13	214	187	7691	7054	8115	583,158363267279	0,441421640801267	0,17637354471693	2,50276560189186	0,0123227125667548	0,0315185811731226	ENSG00000164096.13	C4orf3	NC
HMGB2	3148	ENSG00000164104	ENSG00000164104.12	122	66	3456	3492	3890	277,286988637705	0,434940635691531	0,284411132241942	1,52926726975489	0,12619820009252	0,214738713439053	ENSG00000164104.12	HMGB2	NC
SAP30	8819	ENSG00000164105	ENSG00000164105.4	20	28	513	723	454	56,7390095448176	1,11632365004333	0,398844426058382	2,79889495028301	0,00512778168462081	0,0146397145625469	ENSG00000164105.4	SAP30	Up
ANXA5	308	ENSG00000164111	ENSG00000164111.15	961	1312	61886	56185	55534	3837,09926309518	0,086723784981197	0,230029038703136	0,377012334921411	0,706164438223905	0,825464797615002	ENSG00000164111.15	ANXA5	NC
MAP9	79884	ENSG00000164114	ENSG00000164114.19	10	24	121	174	149	38,0318348303395	2,63379046423243	0,461698463679998	5,70456839565726	1,1663825318033e-08	1,01889035630668e-07	ENSG00000164114.19	MAP9	Up
FBXO8	26269	ENSG00000164117	ENSG00000164117.13	40	55	2376	2339	2184	147,115325610354	0,0609930754743856	0,333238283081072	0,183031417970506	0,854773367029615	0,918336723858204	ENSG00000164117.13	FBXO8	NC
CEP44	80817	ENSG00000164118	ENSG00000164118.13	2	34	1839	2070	1803	88,5041449108627	-0,943498411279541	1,04257820723431	-0,904966557647888	0,365483104365018	0,516646224200365	ENSG00000164118.13	CEP44	NC
HPGD	3248	ENSG00000164120	ENSG00000164120.14	23	81	6542	7331	4521	261,096508296397	-1,21750050189288	0,595776563062519	-2,04355219284635	0,0409978062481728	0,0847369645070598	ENSG00000164120.14	HPGD	NC
TMEM144	55314	ENSG00000164124	ENSG00000164124.11	64	52	1685	1779	1622	159,300419525084	0,863854865362041	0,160256112492814	5,39046437558367	7,02758465507199e-08	5,5057950041814e-07	ENSG00000164124.11	TMEM144	NC
GASK1B	51313	ENSG00000164125	ENSG00000164125.15	196	78	341	533	337	278,183828391723	4,18380833510742	0,439448379121696	9,52059111804985	1,72196744786382e-21	5,19198544097846e-20	ENSG00000164125.15	GASK1B	Up
NAA15	80155	ENSG00000164134	ENSG00000164134.13	151	82	4129	4414	3638	340,738993584797	0,62755550405105	0,279331975182232	2,24662967296044	0,0246637041722997	0,0560545842368219	ENSG00000164134.13	NAA15	NC
IL15	3600	ENSG00000164136	ENSG00000164136.17	36	6	944	1122	1060	69,785309624661	0,101736882632581	0,635852763654726	0,160000692688387	0,872880528561085	0,928601821209729	ENSG00000164136.17	IL15	NC
ARFIP1	27236	ENSG00000164144	ENSG00000164144.16	36	74	3565	3021	2893	211,340724406393	0,0798746432022361	0,496660695840422	0,160823362652196	0,87223252401312	0,928156328940795	ENSG00000164144.16	ARFIP1	NC
ICE1	23379	ENSG00000164151	ENSG00000164151.12	155	97	5061	4870	4352	374,057838379324	0,486006277698567	0,245988436651008	1,97572814525457	0,0481855754301597	0,0964789881965487	ENSG00000164151.12	ICE1	NC
ABCE1	6059	ENSG00000164163	ENSG00000164163.11	127	65	5420	5678	4760	341,51406031967	0,00635400458520041	0,284777002232152	0,0223122110823422	0,982198908272659	0,990798046542199	ENSG00000164163.11	ABCE1	NC
OTUD4	54726	ENSG00000164164	ENSG00000164164.17	166	200	7502	8446	6834	562,258692551577	0,358396003490229	0,166846447739567	2,14805893889725	0,0317090736051244	0,0688706470360644	ENSG00000164164.17	OTUD4	NC
LSM6	11157	ENSG00000164167	ENSG00000164167.12	22	74	2437	2639	3050	171,166994334665	-0,053409796633157	0,612338102510428	-0,0872227228947384	0,930494477927924	0,962182312962699	ENSG00000164167.12	LSM6	NC
TMEM184C	55751	ENSG00000164168	ENSG00000164168.8	62	91	4046	4075	3663	253,021180257255	0,0363227254494128	0,238997138426123	0,151979750421324	0,879202906932547	0,932886736014717	ENSG00000164168.8	TMEM184C	NC
ITGA2	3673	ENSG00000164171	ENSG00000164171.11	29	44	64	137	33	69,9759333487946	4,61223740413245	0,649341840472865	7,1029419585433	1,2212870558433e-12	1,70267374361345e-11	ENSG00000164171.11	ITGA2	Up
MOCS2	4338	ENSG00000164172	ENSG00000164172.19	90	40	2165	2274	2093	186,084100887381	0,663597798851722	0,287319950282517	2,30961267464796	0,0209096072647101	0,0487226031841251	ENSG00000164172.19	MOCS2	NC
TMEM161B	153396	ENSG00000164180	ENSG00000164180.13	17	12	3262	2484	2353	103,342947805389	-1,7876837987106	0,344415526125487	-5,19048551272122	2,09746442316797e-07	1,5311134183112e-06	ENSG00000164180.13	TMEM161B	Down
ELOVL7	79993	ENSG00000164181	ENSG00000164181.14	14	16	701	53	818	45,349834942497	0,629683723197443	0,964801163923938	0,652656471346344	0,51397777059352	0,677384386477409	ENSG00000164181.14	ELOVL7	NC
NDUFAF2	91942	ENSG00000164182	ENSG00000164182.11	10	38	616	594	566	66,5112593116426	1,19017228215763	0,614437434511732	1,93701134616482	0,0527439564360862	0,10403611115359	ENSG00000164182.11	NDUFAF2	NC
ZNF474	133923	ENSG00000164185	ENSG00000164185.6	0	24	18	41	4	34,0860374184996	5,46288704766621	1,72281308313087	3,17091105306589	0,00151961665799456	0,00503913603479361	ENSG00000164185.6	ZNF474	Up
LMBRD2	92255	ENSG00000164187	ENSG00000164187.7	52	26	2803	3402	2595	156,240743912707	-0,496611039024515	0,250697061799128	-1,98092085906626	0,047600149460805	0,0956630843328397	ENSG00000164187.7	LMBRD2	NC
NIPBL	25836	ENSG00000164190	ENSG00000164190.19	487	495	9535	10311	9205	1213,23618827319	1,42730035909045	0,0901346811411067	15,8351961866487	1,77903426428854e-56	3,08432892045766e-54	ENSG00000164190.19	NIPBL	Up
