Symbols	EntrezID	EnsemblID	Ensembl_version_id	nCov1	nCov2	Ctrl1	Ctrl2	Ctrl3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gid	Symbol	Tag
TSPAN6	7105	ENSG00000000003	ENSG00000000003.15	26	64	200	194	116	102,034940377818	3,95517429521783	0,518280495434679	7,63133926523832	2,3232737984523e-14	3,85086662445085e-13	ENSG00000000003.15	TSPAN6	Up
DPM1	8813	ENSG00000000419	ENSG00000000419.12	74	34	2408	2446	2295	171,17602585643	0,271241722694256	0,263610249530343	1,02894983475608	0,303503248675366	0,445433700165417	ENSG00000000419.12	DPM1	NC
SCYL3	57147	ENSG00000000457	ENSG00000000457.14	7	66	999	1174	996	107,810022035226	1,02129835443462	0,977299772389409	1,04502055898125	0,296013467703349	0,436458031949104	ENSG00000000457.14	SCYL3	NC
C1orf112	55732	ENSG00000000460	ENSG00000000460.17	27	0	650	654	541	41,9018953963387	0,167252881888663	1,29603157165368	0,129050005838403	0,897318080671631	0,942795762586322	ENSG00000000460.17	C1orf112	NC
FGR	2268	ENSG00000000938	ENSG00000000938.13	501	385	27872	25630	16474	1475,21426978362	-0,00369779206625367	0,229576207071672	-0,0161070352778293	0,987149000903803	0,993201161671267	ENSG00000000938.13	FGR	NC
CFH	3075	ENSG00000000971	ENSG00000000971.15	28	20	90	82	178	49,7363022350361	3,41639325992181	0,489068190001024	6,98551516898831	2,83812593611389e-12	3,80149728190507e-11	ENSG00000000971.15	CFH	Up
FUCA2	2519	ENSG00000001036	ENSG00000001036.14	36	36	7569	6585	6293	252,158015559326	-1,84367074707299	0,210745427279307	-8,74833096439867	2,16531413646467e-18	5,09856772242251e-17	ENSG00000001036.14	FUCA2	Down
GCLC	2729	ENSG00000001084	ENSG00000001084.13	16	42	2514	3534	2225	130,292950346738	-0,846443206973126	0,467672274358351	-1,80990675176212	0,0703102489320398	0,132381304216237	ENSG00000001084.13	GCLC	NC
NFYA	4800	ENSG00000001167	ENSG00000001167.14	60	102	3670	3414	3640	259,271396392509	0,28916333740446	0,285494372347423	1,01285126928027	0,311131207592835	0,454564695671923	ENSG00000001167.14	NFYA	NC
STPG1	90529	ENSG00000001460	ENSG00000001460.18	10	13	2108	1121	1346	59,7081089746458	-1,45026541023905	0,608638250697559	-2,38280359240798	0,0171813583989824	0,0418259362316072	ENSG00000001460.18	STPG1	Down
NIPAL3	57185	ENSG00000001461	ENSG00000001461.17	30	38	3038	2407	2368	134,36654591047	-0,539398768310616	0,250979690094875	-2,1491729793224	0,0316206903727507	0,0686995049654769	ENSG00000001461.17	NIPAL3	NC
LAS1L	81887	ENSG00000001497	ENSG00000001497.16	33	20	2705	2960	2845	124,611159389088	-1,03447409157721	0,256058994626075	-4,03998341510268	5,34549813100879e-05	0,000250255920776191	ENSG00000001497.16	LAS1L	Down
ENPP4	22875	ENSG00000001561	ENSG00000001561.7	50	70	20879	16124	14146	586,635999648113	-2,38286585666971	0,249435684066829	-9,55302712835304	1,25960893547279e-21	3,8193332714801e-20	ENSG00000001561.7	ENPP4	Down
CFTR	1080	ENSG00000001626	ENSG00000001626.15	7	34	2	12	4	37,6658104722425	7,45095739315421	0,95022752685904	7,84123505428559	4,46136419698945e-15	7,95936991758333e-14	ENSG00000001626.15	CFTR	Up
ANKIB1	54467	ENSG00000001629	ENSG00000001629.10	176	144	4644	5062	4624	446,201411944926	0,839095832513008	0,118883628185021	7,05812772812672	1,68760905981709e-12	2,30937107370768e-11	ENSG00000001629.10	ANKIB1	NC
RAD52	5893	ENSG00000002016	ENSG00000002016.18	38	18	650	545	472	75,2714623987188	1,49826348081857	0,362988298248725	4,12758066319796	3,6659985365266e-05	0,00017786422148104	ENSG00000002016.18	RAD52	Up
LAP3	51056	ENSG00000002549	ENSG00000002549.12	334	498	24848	25227	20146	1459,70550166154	-0,0584904913707764	0,264613063569413	-0,221041586465112	0,825060052416108	0,900362487656928	ENSG00000002549.12	LAP3	NC
HS3ST1	9957	ENSG00000002587	ENSG00000002587.10	28	29	63	44	44	53,5896120832028	4,86720237735945	0,419162421754942	11,611733601933	3,5925703510394e-31	2,04862274288183e-29	ENSG00000002587.10	HS3ST1	Up
LASP1	3927	ENSG00000002834	ENSG00000002834.18	201	238	22857	21343	20531	1032,91623267182	-0,857945495497333	0,150369602862951	-5,7055779835987	1,15948955560784e-08	1,01328075066899e-07	ENSG00000002834.18	LASP1	NC
SNX11	29916	ENSG00000002919	ENSG00000002919.14	43	22	3305	2609	2660	132,972043387953	-0,835055748425752	0,379015296594712	-2,20322439734851	0,0275789365439854	0,0615863693593642	ENSG00000002919.14	SNX11	NC
TMEM176A	55365	ENSG00000002933	ENSG00000002933.9	60	10	267	1277	552	80,5147263929315	1,29273264853712	0,8237467837924	1,56933255943724	0,116570469396779	0,201223056936884	ENSG00000002933.9	TMEM176A	NC
M6PR	4074	ENSG00000003056	ENSG00000003056.8	76	131	21858	21941	18392	772,586704805195	-1,88531789916578	0,284267974911758	-6,63218535169507	3,30752871007484e-11	3,95688660040005e-10	ENSG00000003056.8	M6PR	Down
ICA1	3382	ENSG00000003147	ENSG00000003147.19	12	10	349	274	228	34,5640232804162	1,17209962861576	0,473238551972181	2,47676277372403	0,0132579990085497	0,0336069405359983	ENSG00000003147.19	ICA1	Up
ALS2	57679	ENSG00000003393	ENSG00000003393.15	43	34	2102	2208	1663	141,262815745859	0,16129061075493	0,316378073185912	0,509803379010248	0,610189218172655	0,759616407806092	ENSG00000003393.15	ALS2	NC
CASP10	843	ENSG00000003400	ENSG00000003400.14	51	101	5351	5475	4859	282,114752220078	-0,436499641690869	0,394871441458763	-1,10542215987644	0,268976706060085	0,403818551746455	ENSG00000003400.14	CASP10	NC
CFLAR	8837	ENSG00000003402	ENSG00000003402.20	481	292	12777	12395	13134	1065,36747263719	0,620629256997295	0,206786538692087	3,00130395780469	0,00268826075691963	0,00829037867626715	ENSG00000003402.20	CFLAR	NC
TFPI	7035	ENSG00000003436	ENSG00000003436.16	24	4	30	17	8	24,6710632992985	5,23875244061162	0,908336462088677	5,76741401370739	8,04971319025334e-09	7,19666426883945e-08	ENSG00000003436.16	TFPI	Up
NDUFAF7	55471	ENSG00000003509	ENSG00000003509.16	30	6	1151	1174	1144	63,2372080572247	-0,367527405162634	0,550723731076897	-0,667353492183755	0,504546365491838	0,668355275454035	ENSG00000003509.16	NDUFAF7	NC
RBM5	10181	ENSG00000003756	ENSG00000003756.17	88	56	7330	7201	6805	331,18243215297	-0,917701631931657	0,235790645559546	-3,8920188277779	9,94135279790252e-05	0,000437142979033153	ENSG00000003756.17	RBM5	NC
SLC7A2	6542	ENSG00000003989	ENSG00000003989.17	12	14	164	100	52	24,8126542356593	2,63828936170247	0,606703828799813	4,34856224151669	1,37032929706966e-05	7,2062962887484e-05	ENSG00000003989.17	SLC7A2	Up
ARF5	381	ENSG00000004059	ENSG00000004059.11	15	8	3168	3237	3209	113,384473431846	-2,37465676647946	0,347223003670292	-6,83899609581839	7,9750058731261e-12	1,0126797180181e-10	ENSG00000004059.11	ARF5	Down
SARM1	23098	ENSG00000004139	ENSG00000004139.14	14	8	683	653	467	35,1929484454346	-0,0627900784563925	0,4002696234261	-0,156869456939905	0,875347731627048	0,930121863113794	ENSG00000004139.14	SARM1	NC
POLDIP2	26073	ENSG00000004142	ENSG00000004142.12	40	48	5102	4838	4699	218,530405418465	-1,06003653432123	0,181712643486951	-5,83358710753303	5,42482656115794e-09	4,96056662746803e-08	ENSG00000004142.12	POLDIP2	Down
PLXND1	23129	ENSG00000004399	ENSG00000004399.12	115	88	15592	25208	17820	742,392814248383	-1,80418137405889	0,285530415851462	-6,3187011747199	2,63770760423196e-10	2,85669713228104e-09	ENSG00000004399.12	PLXND1	Down
AK2	204	ENSG00000004455	ENSG00000004455.17	172	156	7909	8320	7624	526,169263284222	0,113779510552546	0,134132281091195	0,848263442826175	0,396291271961592	0,551707665110109	ENSG00000004455.17	AK2	NC
CD38	952	ENSG00000004468	ENSG00000004468.13	108	32	590	831	826	160,384094130957	2,33635987503931	0,506632980901091	4,61154319421505	3,99690580038246e-06	2,33620122068032e-05	ENSG00000004468.13	CD38	Up
FKBP4	2288	ENSG00000004478	ENSG00000004478.8	30	79	4527	4351	3929	238,717784441775	-0,384050537545061	0,526608366950984	-0,729290610722119	0,465823914475545	0,626834421770646	ENSG00000004478.8	FKBP4	NC
KDM1A	23028	ENSG00000004487	ENSG00000004487.16	33	117	6886	6443	7249	331,923039328958	-0,809697811397188	0,568358180185195	-1,42462594825917	0,154265355173651	0,254130008086065	ENSG00000004487.16	KDM1A	NC
RBM6	10180	ENSG00000004534	ENSG00000004534.15	148	72	11581	7530	7059	460,269503560728	-0,522688754484174	0,377903841844761	-1,38312633164203	0,166626133071999	0,270819430617815	ENSG00000004534.15	RBM6	NC
RECQL	5965	ENSG00000004700	ENSG00000004700.16	24	50	5258	5882	4618	217,579555947521	-1,3837923971707	0,364253763770324	-3,79897899433438	0,000145293404669192	0,000615107840405333	ENSG00000004700.16	RECQL	Down
VPS50	55610	ENSG00000004766	ENSG00000004766.17	83	85	4048	3915	3089	255,773261103384	0,251577233569571	0,224062621603666	1,1227987594226	0,26152297238288	0,394680299072458	ENSG00000004766.17	VPS50	NC
NDUFAB1	4706	ENSG00000004779	ENSG00000004779.10	155	129	2324	2311	2040	326,125894900864	1,75551769437865	0,113449835992215	15,4739553303463	5,20107302361721e-54	8,22151969571492e-52	ENSG00000004779.10	NDUFAB1	Up
PDK4	5166	ENSG00000004799	ENSG00000004799.8	364	186	7666	10619	14150	838,396516742012	0,424759294554625	0,356968192466662	1,18990796244204	0,234082568560849	0,360764718540478	ENSG00000004799.8	PDK4	NC
ZMYND10	51364	ENSG00000004838	ENSG00000004838.14	0	48	285	203	137	51,02735382326	2,59367984625904	1,55480680203936	1,66816857429299	0,0952822673878046	0,170102822147735	ENSG00000004838.14	ZMYND10	NC
SLC25A13	10165	ENSG00000004864	ENSG00000004864.13	24	38	2924	2646	2284	124,943223874897	-0,748278151206201	0,382172070477968	-1,9579613713539	0,0502345455787076	0,0998375021587369	ENSG00000004864.13	SLC25A13	NC
ST7	7982	ENSG00000004866	ENSG00000004866.20	16	35	3861	2728	3468	138,19262004458	-1,36250071623158	0,440885691849833	-3,0903718161388	0,00199906071721064	0,00638950450469735	ENSG00000004866.20	ST7	Down
CDC27	996	ENSG00000004897	ENSG00000004897.12	166	101	5678	5797	4866	391,703111079366	0,318880487246376	0,246885437763164	1,29161318762055	0,196491134740078	0,311470757605235	ENSG00000004897.12	CDC27	NC
HCCS	3052	ENSG00000004961	ENSG00000004961.15	10	19	2825	2898	2550	101,843511232769	-1,8917813220197	0,720301087741619	-2,62637576732121	0,00862994885376678	0,0231329975633763	ENSG00000004961.15	HCCS	Down
UPF1	5976	ENSG00000005007	ENSG00000005007.12	12	20	8630	7214	7123	238,163820413661	-3,18692357185224	0,337701305283269	-9,43710765103205	3,83211224736397e-21	1,12544739199222e-19	ENSG00000005007.12	UPF1	Down
SKAP2	8935	ENSG00000005020	ENSG00000005020.13	184	132	12449	13676	12065	673,234260060557	-0,558281215405602	0,166396477816803	-3,3551263988908	0,000793287288001174	0,00282212313709238	ENSG00000005020.13	SKAP2	NC
SLC25A5	292	ENSG00000005022	ENSG00000005022.6	190	333	13736	13933	12903	893,219523569549	0,0757272984944282	0,341799003467168	0,221555059336802	0,824660270431189	0,900121354812103	ENSG00000005022.6	SLC25A5	NC
MCUB	55013	ENSG00000005059	ENSG00000005059.16	80	72	2953	2818	2799	230,025245100424	0,506376452043981	0,15424850502165	3,28286132804274	0,00102759201028722	0,0035562094393359	ENSG00000005059.16	MCUB	NC
POLR2J	5439	ENSG00000005075	ENSG00000005075.15	76	7	1060	956	1096	107,775424732514	1,05757737097068	0,853293181183844	1,23940679978646	0,215194884520599	0,336308492833952	ENSG00000005075.15	POLR2J	NC
DHX33	56919	ENSG00000005100	ENSG00000005100.13	56	14	1873	1928	1417	109,265124600476	-0,0153664173557031	0,798645278336846	-0,0192406037730583	0,984649166463357	0,992006374931672	ENSG00000005100.13	DHX33	NC
LIG3	3980	ENSG00000005156	ENSG00000005156.12	10	24	1999	2089	1754	89,2760382712075	-1,08254672679222	0,306139307041908	-3,53612457430706	0,00040604317239327	0,00155239482840308	ENSG00000005156.12	LIG3	Down
RPAP3	79657	ENSG00000005175	ENSG00000005175.10	38	38	3281	3341	2831	169,987079439854	-0,581239916604138	0,240148091711055	-2,42033951826477	0,0155060219279736	0,0383688374087911	ENSG00000005175.10	RPAP3	NC
ACSM3	6296	ENSG00000005187	ENSG00000005187.12	6	40	2541	1954	4149	137,481027101507	-0,947494948945223	0,908969658219706	-1,04238347273436	0,297233925873513	0,437846713610304	ENSG00000005187.12	ACSM3	NC
CIAPIN1	57019	ENSG00000005194	ENSG00000005194.15	14	26	2193	2191	1963	95,9859230536704	-0,990160099931754	0,256148072994247	-3,86557700144788	0,000110826875392988	0,000482006103014052	ENSG00000005194.15	CIAPIN1	NC
FAM214B	80256	ENSG00000005238	ENSG00000005238.19	48	20	7983	6810	6270	259,175726240673	-1,94864532275864	0,280713228880468	-6,94176519763664	3,87230458818982e-12	5,10403458227498e-11	ENSG00000005238.19	FAM214B	Down
PRKAR2B	5577	ENSG00000005249	ENSG00000005249.13	2	26	941	886	1190	60,1654599852303	-0,232081881355214	1,04229706586726	-0,222663853670265	0,823797135688983	0,899760749024121	ENSG00000005249.13	PRKAR2B	NC
MSL3	10943	ENSG00000005302	ENSG00000005302.19	100	92	7083	7449	7813	389,942122505741	-0,552196561182267	0,170837663690678	-3,23228818079651	0,00122803141921706	0,00416735902925469	ENSG00000005302.19	MSL3	NC
CREBBP	1387	ENSG00000005339	ENSG00000005339.14	264	194	7285	7606	6879	658,437450838044	0,765904562492961	0,118490555219982	6,46384482772515	1,02075547112654e-10	1,15556614630218e-09	ENSG00000005339.14	CREBBP	NC
TSPOAP1	9256	ENSG00000005379	ENSG00000005379.17	84	6	394	603	483	104,862192529539	2,33434970027183	0,964788349077566	2,41954590610852	0,0155398991300614	0,0384305477393374	ENSG00000005379.17	TSPOAP1	Up
GCFC2	6936	ENSG00000005436	ENSG00000005436.14	28	45	1022	964	987	108,840963935489	1,08357748200738	0,346264520694732	3,12933441703276	0,00175202786408511	0,00571462524990163	ENSG00000005436.14	GCFC2	Up
CROT	54677	ENSG00000005469	ENSG00000005469.11	22	2	1684	1572	1542	73,0771253765617	-1,0559240452011	1,00252054386947	-1,05326923389072	0,292217615305446	0,432026290752802	ENSG00000005469.11	CROT	NC
KMT2E	55904	ENSG00000005483	ENSG00000005483.21	459	292	7715	8350	7115	936,83799744501	1,36376128525019	0,174214562518843	7,82805562022224	4,95472749480659e-15	8,82491563242353e-14	ENSG00000005483.21	KMT2E	Up
RHBDD2	57414	ENSG00000005486	ENSG00000005486.17	40	56	20019	16759	16017	580,294773083392	-2,7423200972163	0,270768524437579	-10,1279131424616	4,15420548666444e-24	1,49342992562395e-22	ENSG00000005486.17	RHBDD2	Down
IBTK	25998	ENSG00000005700	ENSG00000005700.15	56	86	3194	3517	2830	237,54374568878	0,331164966625959	0,284631234429538	1,16348779251049	0,24463164818166	0,373860181460818	ENSG00000005700.15	IBTK	NC
ZNF195	7748	ENSG00000005801	ENSG00000005801.18	47	30	2221	1948	1690	133,086339901015	0,0946886239366587	0,229503477267802	0,412580345465394	0,67991410375227	0,808629862937946	ENSG00000005801.18	ZNF195	NC
MYCBP2	23077	ENSG00000005810	ENSG00000005810.18	303	282	8770	9885	9101	806,746937611439	0,727930914311514	0,119431948428651	6,09494296868467	1,0947647444905e-09	1,09313759763385e-08	ENSG00000005810.18	MYCBP2	NC
FBXL3	26224	ENSG00000005812	ENSG00000005812.11	52	72	4017	4648	3685	238,498615316439	-0,29260071831133	0,211602686877749	-1,38278356777377	0,166731238953226	0,270949291330899	ENSG00000005812.11	FBXL3	NC
ITGAL	3683	ENSG00000005844	ENSG00000005844.18	37	86	34709	24521	31434	949,423333680408	-3,22610782420999	0,422571847614017	-7,63445989699902	2,26769061805273e-14	3,76454153721218e-13	ENSG00000005844.18	ITGAL	Down
PDK2	5164	ENSG00000005882	ENSG00000005882.12	8	18	706	600	626	42,0109503256187	0,096204724121429	0,374226335059397	0,257076306792143	0,797119867464475	0,883050752898655	ENSG00000005882.12	PDK2	NC
ITGA3	3675	ENSG00000005884	ENSG00000005884.18	16	24	1624	661	547	59,4248758141545	0,0645792422833546	0,639359315881352	0,101006180217039	0,919545554166042	0,955893258640799	ENSG00000005884.18	ITGA3	NC
ZFX	7543	ENSG00000005889	ENSG00000005889.15	349	89	3367	2315	2962	502,236145794481	2,00108805305284	0,58300887292084	3,43234579437446	0,000598384066112726	0,002197106857949	ENSG00000005889.15	ZFX	Up
LAMP2	3920	ENSG00000005893	ENSG00000005893.15	227	346	31332	39701	29923	1485,04521117848	-1,12267909851838	0,285611481190672	-3,93079120572498	8,46667762630272e-05	0,000378412963846686	ENSG00000005893.15	LAMP2	Down
GDE1	51573	ENSG00000006007	ENSG00000006007.12	112	106	9929	9922	9100	473,465593224822	-0,734900422232484	0,112664990970718	-6,52288182780299	6,89692016794245e-11	7,95866826464985e-10	ENSG00000006007.12	GDE1	NC
REX1BD	55049	ENSG00000006015	ENSG00000006015.17	14	19	1900	1528	1504	70,0165078312019	-1,11128713553461	0,650060040717764	-1,70951460777005	0,087355668195176	0,158585724950168	ENSG00000006015.17	REX1BD	NC
AP2B1	163	ENSG00000006125	ENSG00000006125.18	291	196	15099	15389	13787	890,294201412195	-0,161509979224328	0,174560678893866	-0,925236887526812	0,354842699686284	0,505159152232019	ENSG00000006125.18	AP2B1	NC
ZNF263	10127	ENSG00000006194	ENSG00000006194.10	20	25	2363	2284	2115	105,869773462869	-0,910953181016075	0,232443587923241	-3,91902908208805	8,89063878149052e-05	0,000394572569208264	ENSG00000006194.10	ZNF263	NC
SPATA20	64847	ENSG00000006282	ENSG00000006282.21	12	12	8323	6696	4685	202,973724169923	-3,33590679538141	0,388911718318447	-8,57754250708876	9,69215675847637e-18	2,16817883448205e-16	ENSG00000006282.21	SPATA20	Down
MAP3K9	4293	ENSG00000006432	ENSG00000006432.15	18	14	164	106	97	32,9979530443593	2,77576266156485	0,559308423410907	4,96284794825195	6,9466964928054e-07	4,65814351847569e-06	ENSG00000006432.15	MAP3K9	Up
RALA	5898	ENSG00000006451	ENSG00000006451.8	100	30	3064	3734	2619	216,748900706599	0,191498976144491	0,569641522087423	0,336174539107951	0,736739251583715	0,844694053555737	ENSG00000006451.8	RALA	NC
BAIAP2L1	55971	ENSG00000006453	ENSG00000006453.14	28	33	154	131	71	68,9828047009273	3,89826635150049	0,475646110850239	8,19572842618677	2,49080124536183e-16	4,95807825673969e-15	ENSG00000006453.14	BAIAP2L1	Up
KDM7A	80853	ENSG00000006459	ENSG00000006459.11	257	67	1215	1758	1445	343,297379878477	2,49281909672327	0,63482197525026	3,92680025882933	8,60834108838197e-05	0,000383484878068958	ENSG00000006459.11	KDM7A	Up
AGK	55750	ENSG00000006530	ENSG00000006530.18	34	16	866	759	712	68,5593064003403	0,74592747850468	0,615402471924859	1,2120969813	0,225475259144145	0,3499579179179	ENSG00000006530.18	AGK	NC
ALDH3B1	221	ENSG00000006534	ENSG00000006534.16	57	92	8072	8133	6703	350,800732819444	-0,961008344995034	0,310392997201718	-3,09610188908513	0,00196082971371936	0,00627383794992391	ENSG00000006534.16	ALDH3B1	NC
TTC22	55001	ENSG00000006555	ENSG00000006555.11	24	8	51	67	46	32,572188158305	3,95901745264098	0,470342512886116	8,41730726901052	3,85236312203124e-17	8,19981211855719e-16	ENSG00000006555.11	TTC22	Up
PHTF2	57157	ENSG00000006576	ENSG00000006576.16	22	18	6659	6444	4195	192,163868569386	-2,51309819728678	0,528994026495008	-4,75071186330399	2,02701793507834e-06	1,25690313147719e-05	ENSG00000006576.16	PHTF2	Down
FARP2	9855	ENSG00000006607	ENSG00000006607.14	86	84	3096	2998	2818	255,509037478495	0,617948955586315	0,135367701971594	4,56496598956807	4,99575325528767e-06	2,87008828119119e-05	ENSG00000006607.14	FARP2	NC
DBF4	10926	ENSG00000006634	ENSG00000006634.8	49	12	785	1001	620	73,8742828193262	0,88657164051659	0,559699352734629	1,58401405358948	0,113190521027952	0,196572406580411	ENSG00000006634.8	DBF4	NC
IFRD1	3475	ENSG00000006652	ENSG00000006652.14	58	63	2865	2833	3992	200,787005379446	-0,0688333647465589	0,312737261627368	-0,220099659338244	0,825793540112724	0,900751409272076	ENSG00000006652.14	IFRD1	NC
COX10	1352	ENSG00000006695	ENSG00000006695.12	28	32	1145	1111	914	86,1730960697019	0,597905424135578	0,224733895027034	2,6605039887893	0,00780238030825589	0,021181408241809	ENSG00000006695.12	COX10	NC
GTF2IRD1	9569	ENSG00000006704	ENSG00000006704.10	4	18	659	792	542	39,9275393222034	-0,157920584220983	0,612747902287911	-0,257725213960473	0,796618985374662	0,882768811731159	ENSG00000006704.10	GTF2IRD1	NC
PAF1	54623	ENSG00000006712	ENSG00000006712.15	24	54	4171	3619	3899	201,636696302919	-0,646932146523616	0,553148108302793	-1,16954598020515	0,242183727235165	0,370740234613593	ENSG00000006712.15	PAF1	NC
VPS41	27072	ENSG00000006715	ENSG00000006715.16	112	183	12085	12270	10673	608,443219501743	-0,563446447908974	0,302378096417412	-1,86338380519195	0,0624082868699877	0,119865393650585	ENSG00000006715.16	VPS41	NC
ELAC2	60528	ENSG00000006744	ENSG00000006744.19	34	31	4711	4002	4395	184,384181840373	-1,33530231677383	0,229034301044181	-5,83014120891982	5,53804915664583e-09	5,05979518782711e-08	ENSG00000006744.19	ELAC2	Down
SCIN	85477	ENSG00000006747	ENSG00000006747.15	20	14	63	48	35	34,2746261822862	4,22360976641227	0,379625390619387	11,1257304457985	9,4032480678979e-29	4,5529510577403e-27	ENSG00000006747.15	SCIN	Up
ARSD	414	ENSG00000006756	ENSG00000006756.16	14	21	3465	2946	3484	130,970109912341	-1,73583633318889	0,384370396923926	-4,516051046284	6,30034831315122e-06	3,53180933601369e-05	ENSG00000006756.16	ARSD	Down
PNPLA4	8228	ENSG00000006757	ENSG00000006757.12	10	28	962	705	993	57,5241512999476	0,0729081965989169	0,674341373211736	0,108117638180306	0,913902376923978	0,952823118725396	ENSG00000006757.12	PNPLA4	NC
MARK4	57787	ENSG00000007047	ENSG00000007047.15	66	10	1291	1155	1179	100,405440767086	0,623155910164146	0,711853319012268	0,875399318259562	0,381356670607439	0,534411427202837	ENSG00000007047.15	MARK4	NC
PROM1	8842	ENSG00000007062	ENSG00000007062.11	48	34	223	132	25	86,671468215937	4,198953309255	0,67892729179904	6,18468775666463	6,22255118562534e-10	6,38531767964552e-09	ENSG00000007062.11	PROM1	Up
PAFAH1B1	5048	ENSG00000007168	ENSG00000007168.13	266	197	11259	11662	10410	730,461317292813	0,105183116871742	0,143758846188595	0,73166361347777	0,464373910539451	0,625685682925542	ENSG00000007168.13	PAFAH1B1	NC
NOS2	4843	ENSG00000007171	ENSG00000007171.18	0	22	8	10	10	18,5080254602948	5,77507106412097	1,48158650806088	3,89789663492512	9,70318144019095e-05	0,000427632215254664	ENSG00000007171.18	NOS2	Up
DNAH9	1770	ENSG00000007174	ENSG00000007174.18	18	36	411	194	39	63,4212054608764	2,90535157074076	0,865683841541473	3,35613468950439	0,000790400649659151	0,00281418237270163	ENSG00000007174.18	DNAH9	Up
KIAA0100	9703	ENSG00000007202	ENSG00000007202.15	138	62	21714	19273	19656	729,294288944782	-2,04828124424307	0,339843492035281	-6,02713099484755	1,66895731263224e-09	1,63087474122581e-08	ENSG00000007202.15	KIAA0100	Down
GAS7	8522	ENSG00000007237	ENSG00000007237.18	96	44	5532	5916	1574	247,688612951053	-0,236434402661127	0,526105129762881	-0,449405241054557	0,653139351217138	0,789168134128411	ENSG00000007237.18	GAS7	NC
TRAPPC6A	79090	ENSG00000007255	ENSG00000007255.10	2	19	1017	1144	1485	60,794740098923	-0,79277759094359	1,03181600840803	-0,768332323285765	0,442289775983575	0,602098885770954	ENSG00000007255.10	TRAPPC6A	NC
ST7L	54879	ENSG00000007341	ENSG00000007341.19	1	26	808	726	526	48,4410105675655	0,23097039740629	1,11830645410907	0,206535870876556	0,836372347794914	0,907410180817313	ENSG00000007341.19	ST7L	NC
LUC7L	55692	ENSG00000007392	ENSG00000007392.16	56	48	3271	3344	2838	198,700965154693	-0,139756621463073	0,203865949953704	-0,685531946334393	0,49300830870676	0,656591043277036	ENSG00000007392.16	LUC7L	NC
TSR3	115939	ENSG00000007520	ENSG00000007520.4	18	40	1761	1340	1452	100,495865204625	0,0649393877611034	0,501427359557958	0,129509063522884	0,896954853695996	0,942735774616941	ENSG00000007520.4	TSR3	NC
DNAJC11	55735	ENSG00000007923	ENSG00000007923.16	36	44	2471	2437	2225	146,153919462738	-0,12283343114164	0,317024740364055	-0,387456925287864	0,698417967989958	0,820762256059847	ENSG00000007923.16	DNAJC11	NC
FMO3	2328	ENSG00000007933	ENSG00000007933.13	16	20	6	10	6	35,0576584569193	7,03166603552769	0,474806468636463	14,8095413605486	1,27104606447354e-49	1,64608122253327e-47	ENSG00000007933.13	FMO3	Up
MYLIP	29116	ENSG00000007944	ENSG00000007944.15	22	60	979	1089	1146	105,7010204875	0,97326492669161	0,515609651068472	1,88760028962755	0,0590796311826992	0,114453808341504	ENSG00000007944.15	MYLIP	NC
PSMB1	5689	ENSG00000008018	ENSG00000008018.9	207	142	7814	7947	7341	544,823553055726	0,260199456566174	0,122496569893151	2,1241366741382	0,0336587166183958	0,0717211903917408	ENSG00000008018.9	PSMB1	NC
JARID2	3720	ENSG00000008083	ENSG00000008083.14	194	132	2255	2393	2481	415,262725266491	1,98126652305546	0,290052608540826	6,8307143763425	8,44928117927775e-12	1,06974468075449e-10	ENSG00000008083.14	JARID2	Up
CDKL5	6792	ENSG00000008086	ENSG00000008086.12	20	116	1366	1462	1252	173,312266987321	1,45212875725466	0,780770540585512	1,85986622416067	0,0629044550273639	0,120699747784565	ENSG00000008086.12	CDKL5	NC
NADK	65220	ENSG00000008130	ENSG00000008130.15	46	449	8795	9124	8136	759,175645593558	0,714028869932769	0,895278588938758	0,79754936480628	0,425132045102814	0,583508185253164	ENSG00000008130.15	NADK	NC
CYTH3	9265	ENSG00000008256	ENSG00000008256.16	8	18	1004	1046	982	52,0720142119962	-0,550444467557266	0,332454339660414	-1,65569945069605	0,0977826986140266	0,173830518052125	ENSG00000008256.16	CYTH3	NC
SYPL1	6856	ENSG00000008282	ENSG00000008282.8	60	52	5317	5462	5310	255,478271904345	-0,849685629393327	0,168157751891564	-5,05290787867601	4,35133802668628e-07	3,01272350717236e-06	ENSG00000008282.8	SYPL1	NC
CYB561	1534	ENSG00000008283	ENSG00000008283.16	4	35	1596	1386	1438	85,631524997542	-0,290764925893588	0,866399215704127	-0,335601557138163	0,737171349618411	0,844940801561985	ENSG00000008283.16	CYB561	NC
SPAG9	9043	ENSG00000008294	ENSG00000008294.21	276	173	9928	11029	9034	686,115510652964	0,199924831909028	0,199588965046706	1,00168279274479	0,316496819913866	0,460880837000998	ENSG00000008294.21	SPAG9	NC
SS18L2	51188	ENSG00000008324	ENSG00000008324.11	48	36	1290	1123	1220	116,049887261718	0,887606915146366	0,221024230300112	4,01588058440993	5,92242400247611e-05	0,000274160790708939	ENSG00000008324.11	SS18L2	NC
MPND	84954	ENSG00000008382	ENSG00000008382.15	8	15	2321	1768	2062	76,5286724864831	-1,7732465962217	0,397250727394693	-4,46379697741843	8,05198638247218e-06	4,42715097827076e-05	ENSG00000008382.15	MPND	Down
