	V1	V2	V3	V4	V5	V6
NAME	Case1	Case2	Case3	NegCtrl1	NegCtrl2	NegCtrl3
CLASS_CvsI	Infected	Infected	Infected	Control	Control	Control
	302	372	1026	395	350	628
	18	15	62	29	26	37
	0	0	0	0	0	0
	0	0	0	0	0	0
	1	1	8	0	2	1
	160	160	427	194	259	433
	38	45	110	44	53	67
	1	0	1	2	0	0
	0	0	1	0	0	1
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	111	77	249	116	93	196
	30	26	110	46	25	36
	220	255	698	378	394	713
	0	0	0	0	0	0
	682	645	1956	832	722	1535
	0	0	0	1	0	0
	0	0	0	0	0	0
	24	42	131	54	55	90
	11	13	47	12	22	21
	1577	2070	5775	2389	2142	2811
	0	1	0	0	0	4
	295	388	984	424	394	744
	3	2	11	1	7	2
	242	272	712	407	318	711
	383	419	1184	477	454	684
	506	557	1671	570	549	986
	434	513	1624	617	508	1019
	251	249	777	292	288	475
	1	0	0	0	0	0
	0	0	0	0	0	0
	6	13	22	15	14	18
	3237	3144	9278	3459	2856	4593
	1231	915	2946	1258	1469	1887
	71	84	293	133	123	193
	16	12	44	15	6	28
	746	739	2242	1031	990	1415
	811	918	2797	974	779	1272
	3	0	0	1	0	0
	36	32	74	34	24	31
	200	191	585	284	298	386
	3	4	18	6	8	13
	0	0	0	0	0	0
	845	918	2733	979	890	1764
	0	0	1	0	0	3
	0	0	2	0	1	1
	367	291	824	346	278	481
	33	46	108	42	50	51
	12	15	36	20	34	23
	40	31	89	44	39	71
	0	0	0	0	0	0
	99	108	358	133	107	170
	1	0	3	1	0	0
	230	204	526	169	192	210
	1634	1826	5293	2090	1868	3313
	360	388	1107	395	395	604
	2	2	0	0	0	4
	0	0	0	0	0	0
	2	1	6	5	2	4
	82	51	200	77	67	73
	149	136	380	149	144	264
	244	256	845	318	336	598
	416	487	1385	553	434	907
	0	0	0	0	0	0
	1	1	0	1	0	2
	0	0	1	0	0	0
	1	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	160	164	409	163	217	364
	475	573	1300	590	592	1066
	555	540	1338	675	584	1154
	242	253	727	298	254	394
	0	5	24	3	0	3
	0	0	0	0	0	0
	0	0	0	0	0	0
	6	4	17	9	15	10
	0	0	0	0	0	0
	33	44	174	37	41	91
	615	645	2088	774	646	1184
	3	5	24	7	7	15
	0	0	0	0	0	0
	394	454	1312	620	509	784
	227	264	691	239	222	406
	1	5	2	6	0	0
	999	1021	2994	1160	993	1672
	0	1	0	0	0	0
	9	7	13	5	6	14
	67	99	234	120	97	178
	1539	1784	5044	1979	1986	3638
	817	712	1995	827	850	1102
	4774	4012	12683	4242	3841	6336
	71	61	178	66	60	81
	1	2	0	0	1	3
	2369	2619	6471	2584	2471	4230
	0	0	0	0	2	0
	89	94	261	107	69	166
	0	0	0	0	0	0
	157	136	446	191	176	255
	132	169	489	199	169	266
	154	113	306	136	149	277
	2	7	8	2	2	7
	2	0	3	1	5	0
	16	10	22	10	3	28
	111	130	381	146	121	154
	130	136	405	159	117	242
	514	521	1627	666	536	861
	13	10	35	7	7	11
	0	0	0	0	0	0
	748	674	2087	736	794	1382
	308	307	805	355	362	766
	181	168	489	191	175	306
	0	0	0	1	1	0
	449	434	1375	502	517	1121
	7846	8400	24691	9757	8369	14749
	200	204	627	237	227	481
	0	0	0	0	0	0
	0	0	0	0	0	0
	5	15	16	8	6	21
	1	4	6	0	6	4
	769	729	2286	882	930	1472
	4	1	9	1	3	4
	27	17	40	40	37	56
	262	299	678	311	303	511
	17	17	73	36	31	56
	7238	7765	21809	9460	8744	13150
	101	100	235	72	127	290
	2294	2098	6178	2359	2207	3774
	0	0	0	0	0	0
	0	0	0	0	0	0
	6135	6085	17183	6859	6258	10083
	25	41	95	24	31	66
	249	304	747	250	242	410
	0	0	2	0	0	0
	42	32	120	43	54	62
	98	92	212	249	166	296
	589	696	1969	865	884	1428
	194	200	575	189	223	347
	635	712	2139	805	612	1169
	21	11	44	11	23	42
	0	0	0	0	0	0
	50	65	174	55	53	108
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	1	0
	0	2	4	1	0	0
	166	185	419	161	159	338
	79	43	183	117	90	139
	0	0	0	0	0	0
	0	1	5	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	2410	2429	7119	2806	2698	4074
	9	10	41	15	14	36
	7	2	7	1	2	2
	0	0	0	0	0	0
	36	32	90	57	44	76
	5	11	21	6	6	15
	0	0	0	0	0	1
	0	0	0	0	0	0
	4	8	18	9	13	6
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	2	2	3	4	2	0
	96	140	330	103	119	168
	555	640	1675	783	755	1083
	853	848	2506	989	808	1378
	470	549	1349	591	526	882
	4354	4480	12964	5338	4806	8409
	318	406	991	423	363	530
	23	14	81	27	32	39
	50	43	184	50	32	82
	1911	1940	5549	2215	1739	2909
	8	7	32	18	32	19
	199	183	481	206	166	297
	26	46	106	43	30	62
	23	11	56	24	26	34
	628	589	1738	682	656	925
	19	21	73	31	16	46
	306	317	935	386	357	539
	185	219	584	248	217	382
	1	1	1	1	0	0
	25	11	48	13	13	20
	21	16	99	19	25	42
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	2	3
	650	609	1733	753	772	1540
	6	3	16	16	14	22
	592	630	1866	739	632	1066
	0	0	1	0	0	0
	361	412	1074	467	418	619
	214	190	641	216	238	363
	42	34	187	36	34	73
	0	0	0	0	0	0
	2	5	14	6	4	17
	0	0	0	0	0	0
	88	80	231	82	53	69
	0	0	0	0	0	0
	0	0	0	0	0	0
	46	57	157	45	43	74
	0	0	0	0	0	0
	3	3	7	4	4	7
	0	0	0	0	0	0
	1	0	0	1	0	4
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	3	5	0	0	4
	174	181	493	202	173	354
	0	1	2	2	2	2
	0	0	1	1	0	0
	30	14	66	27	20	28
	4	2	11	3	2	8
	1173	937	3101	1152	1012	1519
	161	160	507	205	140	267
	538	630	1620	719	635	1002
	307	341	1058	411	365	613
	52	55	134	48	43	74
	513	586	1837	769	670	1255
	1	0	2	2	1	2
	956	994	2511	1044	958	1394
	9	11	28	12	12	25
	1899	1972	6188	2105	1646	2639
	743	784	2252	918	700	1212
	681	711	2094	832	732	1226
	653	615	1934	709	671	1051
	1525	1198	4160	1448	1222	1917
	336	318	1053	259	318	461
	2	1	5	0	3	0
	3778	3889	11114	4349	4213	7360
	1349	1276	4076	1527	1367	2333
	573	606	1674	677	672	1245
	32	31	79	26	31	70
	127	148	406	140	136	169
	76	76	251	68	82	165
	664	645	1847	718	530	862
	396	393	1167	466	396	620
	1482	1616	4486	1674	1513	2589
	34	40	102	29	24	29
	59	79	217	82	75	132
	15	15	38	10	17	16
	2832	3168	8902	3379	3046	4943
	998	937	3206	970	803	1462
	104	122	348	130	117	175
	40	40	106	36	47	39
	0	0	0	0	1	0
	0	0	0	0	0	0
	111	74	280	113	100	143
	2	0	5	1	8	0
	2	5	3	7	3	6
	875	847	2528	933	794	1359
	1949	1921	5817	2043	2126	3619
	1234	1346	3979	1409	1187	1954
	315	259	686	299	288	439
	979	964	2761	1071	876	1424
	1065	1078	2986	1119	1040	1591
	53	46	102	47	55	81
	1328	1365	3984	1543	1296	2054
	873	870	2664	1054	979	1441
	542	464	1480	591	609	890
	889	900	2696	995	755	1299
	0	0	0	0	0	0
	499	536	1454	604	572	996
	0	0	0	0	0	0
	0	0	0	0	0	0
	337	306	919	346	329	452
	16	12	61	21	19	19
	118	139	340	169	145	280
	0	0	1	0	0	0
	16	9	38	26	13	28
	1	1	6	2	3	3
	10	5	24	16	6	6
	0	1	0	0	0	0
	220	226	551	241	245	381
	18603	20791	67548	26856	23597	33334
	29432	30234	88282	35608	31282	35724
	5	6	20	11	12	25
	11	13	38	15	15	24
	14	21	29	24	19	32
	1	0	0	4	5	0
	96	59	249	99	94	117
	0	0	0	1	1	0
	25	15	99	28	13	43
	0	0	4	0	1	0
	99	82	411	56	62	101
	3	1	3	1	1	0
	3	2	26	9	3	6
	0	0	3	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	1
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	1	2	2	1	1	0
	14	11	38	20	23	49
	2	0	2	5	0	4
	5	5	47	9	16	12
	0	0	0	0	0	0
	6	5	21	6	10	11
	9	6	9	11	2	21
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	3	0	0	0
	2316	1646	7093	1099	1235	1723
	0	1	0	0	1	0
	218	165	700	152	130	209
	681	624	2315	758	625	1136
	2786	1680	6540	1445	1759	3039
	547	340	1605	82	56	101
	598	468	1881	182	229	278
	2	1	0	0	0	0
	83	48	182	6	5	10
	7	2	16	0	0	0
	4	5	3	1	0	2
	1	0	0	0	1	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	16	11	34	7	14	7
	120	129	357	33	32	54
	13634	11672	34937	6274	6288	10207
	42	51	206	23	28	43
	1844	2004	6080	729	570	790
	6	3	12	1	0	0
	13	14	52	2	1	0
	20294	20353	66047	23699	18554	29187
	3	0	5	0	0	1
	146	151	425	154	163	236
	116	94	279	105	132	160
	86877	91154	254218	110891	95115	164736
	6879	5179	18344	6409	5947	9150
	23129	24857	70006	27861	23337	39287
	521	527	1713	679	618	906
	2	0	6	0	0	0
	575	537	1552	532	527	967
	129	113	363	166	149	236
	1847	2097	6119	2252	1770	3071
	0	0	1	0	0	0
	1005	967	2796	1128	1014	1640
	47	37	134	38	65	66
	482	577	1679	652	584	961
	299	259	686	274	294	375
	875	705	2292	815	861	1139
	1484	1506	4266	1678	1631	2423
	54	66	123	57	46	69
	438	368	1189	489	452	652
	1583	1723	4900	1839	1579	2299
	5545	5640	19051	7474	5461	8551
	0	0	1	3	0	0
	4230	3693	12255	4433	3559	6144
	0	0	0	0	0	0
	0	0	0	0	2	0
	1240	1071	3190	1412	1280	1963
	5200	5471	15620	6443	5178	7793
	707	709	2136	784	653	1037
	3	8	10	1	7	12
	316	292	891	310	279	536
	427	410	1003	597	700	1017
	0	0	0	0	1	0
	0	0	0	0	0	0
	1138	1184	3366	1428	1239	2129
	1	2	1	1	0	6
	3220	3515	11018	3566	3078	4944
	1	0	0	0	0	4
	149	106	323	143	122	191
	680	673	1719	863	755	1118
	290	253	807	290	287	431
	10389	9329	28104	10331	9110	13524
	199	257	867	314	210	314
	2	2	14	4	3	3
	551	463	1363	500	453	677
	0	0	0	0	0	0
	996	679	2244	864	985	1305
	2	3	9	4	5	1
	0	0	4	2	0	2
	3675	2776	8192	3334	3505	4877
	147	101	357	135	110	184
	186	172	492	197	153	240
	1312	1175	3264	839	822	1162
	612	659	2119	876	693	964
	131	61	184	96	108	117
	432	381	1123	447	431	523
	58	43	163	35	59	65
	724	613	1717	732	730	925
	0	0	0	0	0	0
	287	307	836	252	287	375
	145	153	503	175	128	286
	11	13	63	21	16	35
	600	569	1636	652	632	814
	566	470	1525	541	548	725
	509	392	1308	481	488	712
	559	608	1803	719	653	914
	34	34	80	38	41	53
	0	0	4	0	0	0
	3871	4129	13208	3766	3028	4886
	13	11	65	8	26	4
	347	287	886	314	334	455
	956	1064	3110	1366	1129	1878
	0	0	0	0	0	0
	0	0	0	0	0	0
	5	8	4	12	0	10
	7	9	8	5	8	7
	27	25	62	35	34	51
	825	859	2441	922	818	1022
	802	957	2777	988	811	1267
	957	906	2694	942	922	1450
	22	11	27	10	11	27
	475	510	1465	507	515	934
	0	3	1	1	0	2
	0	0	0	0	1	0
	854	841	2491	798	729	1097
	1516	1531	4745	1689	1495	2354
	1106	1090	3091	1168	1091	1786
	1209	883	2770	1081	929	1191
	1054	987	3243	1075	997	1769
	277	333	804	289	292	366
	2569	1605	5454	2171	2346	3783
	163	136	431	159	141	223
	553	565	1748	677	592	942
	83	84	256	100	69	104
	0	0	0	0	0	0
	0	0	0	0	0	0
	36	46	124	54	79	75
	1049	1012	3220	1188	1035	1792
	196	172	537	208	191	310
	0	0	0	0	2	0
	4553	4858	14802	5369	4227	7144
	10	14	80	25	23	31
	2	0	2	0	1	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	898	838	2407	899	842	1329
	107	102	297	125	124	191
	0	0	0	0	0	0
	677	745	2630	828	804	1315
	1	0	0	0	0	0
	0	0	0	0	0	1
	11	11	11	8	9	4
	2172	2082	6486	2062	2237	3402
	673	719	2219	683	566	935
	151	116	311	137	119	242
	565	546	1650	646	514	831
	7512	7817	23225	6846	6042	10196
	666	669	1989	679	638	1058
	34	12	94	23	8	28
	0	0	0	0	0	0
	0	0	0	0	0	0
	245	229	697	217	221	341
	1	3	0	4	1	3
	497	474	1243	565	519	767
	0	0	0	0	0	0
	0	0	0	0	0	0
	217	274	774	227	202	397
	0	0	0	0	1	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	15	20	74	14	21	24
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	2	4	0	0	7	4
	2656	2819	7574	2815	2716	4789
	6	7	25	3	5	11
	0	0	0	1	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	95	76	228	125	126	148
	0	0	0	0	0	0
	0	1	0	0	0	0
	1	0	0	0	1	1
	11393	11276	35728	12112	10397	16567
	339	205	753	255	362	476
	175	136	402	124	96	160
	101	64	201	80	82	181
	0	0	0	1	0	0
	0	1	4	1	1	0
	391	288	891	318	287	399
	0	1	0	0	0	1
	0	0	0	0	0	0
	0	0	0	0	0	0
	4130	4520	14461	5131	4533	7107
	1089	1197	3704	1481	1400	2105
	756	848	2515	999	781	1492
	2609	2785	8633	3099	2751	4720
	11	11	27	14	10	11
	2148	2303	6733	2598	2473	3567
	3	5	21	7	6	7
	683	696	1921	908	975	1304
	0	0	0	2	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	1
	127	170	525	290	248	399
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	1	0	0	0	0	0
	4279	4784	13428	5417	5156	7603
	131	109	462	158	183	204
	657	727	1795	734	654	989
	27	31	120	31	34	26
	13	3	14	14	14	6
	610	642	1935	681	546	812
	332	323	1003	404	354	489
	406	415	1205	435	398	689
	894	909	2697	1018	745	1356
	193	155	441	170	177	256
	82	86	252	100	98	146
	453	396	1123	419	419	593
	1	2	0	0	0	0
	914	945	2872	1006	786	1469
	2	4	5	0	2	5
	0	1	0	0	0	0
	283	284	812	303	232	377
	0	0	0	1	1	0
	0	3	13	1	5	0
	9	10	53	19	13	18
	31	29	60	40	23	39
	792	861	2593	1090	928	1668
	4	1	7	4	1	3
	20	13	51	16	15	40
	0	0	0	0	0	0
	0	0	0	0	0	0
	3	5	16	3	2	1
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	14	19	60	14	19	35
	7	5	8	1	7	8
	137	103	370	114	132	244
	883	960	2834	1164	1033	1830
	0	0	0	0	0	0
	7	5	27	15	9	5
	0	0	0	0	0	0
	0	0	0	0	0	0
	37	34	91	49	45	54
	0	0	5	1	2	2
	494	508	1273	520	595	1462
	679	663	2272	678	537	1128
	4	6	3	1	5	6
	71	81	270	111	117	170
	1	3	6	4	2	8
	50	43	116	54	49	141
	51	44	117	53	63	105
	183	182	597	360	322	503
	0	0	0	0	0	0
	0	0	0	0	1	0
	0	0	0	1	1	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	1475	1765	5083	1856	1551	2512
	516	599	1682	654	642	1173
	0	0	0	0	0	0
	1021	999	2851	1262	1101	1725
	600	583	1909	600	511	804
	0	0	0	0	0	0
	2	1	2	3	1	1
	0	0	0	0	0	0
	0	0	0	1	0	1
	597	602	1846	694	594	1106
	71	60	202	85	56	154
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	293	279	983	414	332	568
	0	0	0	3	0	0
	423	437	1084	570	591	916
	5	6	2	9	15	12
	2482	2616	7653	2954	2839	4559
	1	0	1	1	1	4
	123	139	428	150	182	356
	1057	1173	3294	1250	1067	2026
	352	342	1003	366	311	467
	503	560	1475	452	520	1162
	68	64	214	56	73	117
	0	0	7	0	0	0
	31	46	98	47	50	73
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	1456	1557	3963	1325	1159	2063
	255	254	603	272	283	631
	398	434	1304	435	412	786
	74	79	210	88	73	179
	8	4	30	11	11	13
	0	0	0	2	5	0
	2	3	13	0	0	5
	0	0	0	0	0	0
	49	37	140	70	54	70
	46	46	148	58	49	80
	121	143	335	162	131	206
	298	290	934	398	339	676
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	49	72	192	66	87	130
	1	1	0	0	1	0
	0	0	0	0	1	0
	4	1	1	7	5	6
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	1	0	1	0	1
	11	14	20	7	23	24
	0	0	0	0	0	0
	18	27	73	43	32	37
	0	5	6	0	1	4
	7333	7858	22496	9257	8038	12475
	0	0	0	0	0	0
	157	127	338	122	178	410
	418	416	1318	461	373	679
	25	21	77	35	28	57
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	1	0	0
	119	97	308	129	98	169
	268	300	710	259	323	681
	0	0	5	2	1	1
	0	0	1	1	1	0
	10	12	33	11	4	24
	0	3	7	4	2	2
	1334	1150	3777	1365	1271	2155
	0	1	2	1	0	0
	3	0	6	5	9	3
	312	342	948	426	373	611
	52	46	205	46	40	89
	454	430	1381	574	479	793
	2	1	2	3	10	3
	1271	1280	4026	1674	1421	2435
	0	0	0	0	0	0
	0	0	0	0	0	1
	4	4	14	2	6	8
	0	0	0	0	0	0
	3	0	4	1	1	0
	12	14	25	7	7	44
	0	0	0	0	0	1
	12	9	29	8	8	34
	0	1	0	0	1	0
	2	3	7	5	7	11
	17	9	41	22	12	28
	1	5	5	3	0	0
	325	330	874	348	352	650
	470	517	1382	608	574	906
	0	0	0	0	1	0
	479	503	1544	580	490	859
	170	195	677	242	222	343
	0	0	0	0	0	0
	449	375	1262	484	409	640
	0	0	0	0	0	0
	0	0	0	0	0	0
	2	4	12	1	0	16
	5	7	15	1	4	5
	0	0	0	0	0	0
	35	43	96	41	58	60
	3	4	9	5	4	4
	873	950	2540	1179	988	1696
	0	1	0	0	0	0
	1	2	2	1	1	1
	0	0	0	0	0	0
	283	274	721	319	373	617
	0	0	0	0	0	0
	710	758	2125	769	792	1631
	491	538	1331	653	503	682
	814	802	2358	872	790	1466
	255	213	674	323	287	527
	1	0	6	0	2	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	1
	884	962	2689	1036	1045	1800
	595	591	1799	770	646	1167
	441	461	1264	527	520	944
	3571	2783	8341	2925	2986	4232
	1439	1470	4164	1556	1414	2119
	0	1	2	0	0	0
	408	367	1073	466	501	777
	0	0	0	0	0	0
	596	616	1745	693	697	1365
	7	2	1	1	5	9
	879	897	2602	911	858	1497
	989	1088	3145	1313	1137	2023
	452	425	1327	521	425	708
	0	0	0	0	0	1
	0	1	0	0	6	0
	11980	12315	34025	13990	12460	18485
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	251	281	695	350	281	566
	9	14	31	8	13	17
	0	0	0	0	0	0
	26	47	88	54	65	76
	1743	1735	5459	1991	1720	3015
	0	0	0	0	0	0
	5512	6163	16652	7018	6230	9395
	82264	84861	255564	80535	67531	123576
	14	14	54	27	15	39
	0	0	0	0	0	0
	1517	1601	4680	1759	1480	2528
	329	365	1195	318	278	428
	916	618	2111	679	809	1860
	41	50	119	58	45	75
	0	0	0	0	0	0
	87	70	167	77	115	272
	287	354	975	467	428	781
	557	547	1488	538	573	1159
	288	354	900	474	484	729
	188	217	550	267	246	407
	289	332	987	427	421	880
	50	75	148	69	90	148
	1646	1722	5046	1963	1683	3004
	25	35	89	35	30	53
	0	0	0	0	0	0
	3	3	23	7	10	0
	1966	2159	5892	2512	2239	3807
	5	0	7	0	0	2
	1	0	2	1	1	2
	357	345	1030	236	250	486
	63	82	268	103	105	199
	3	0	20	4	2	8
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	177	194	562	190	206	401
	253	268	703	242	282	656
	113	94	262	134	146	331
	22	22	48	11	22	64
	497	553	1580	617	517	1082
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	1141	1245	3283	1321	1309	2333
	1	2	9	1	3	2
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	60	64	154	59	77	249
	70	78	291	115	102	226
	0	1	3	1	0	3
	87	70	215	51	74	163
	1	1	0	3	3	0
	0	0	0	0	0	0
	152	181	424	218	167	390
	0	0	0	0	0	0
	1	0	0	0	0	1
	0	0	2	0	0	0
	0	0	0	0	0	0
	2	0	1	1	0	0
	377	409	1131	422	390	761
	67	53	165	43	73	133
	129	170	397	171	150	258
	1637	1825	5256	1963	1915	3654
	0	0	0	0	0	0
	30	10	57	17	11	12
	0	0	0	0	0	1
	0	1	0	0	0	0
	750	708	2323	861	823	1202
	23	22	65	15	34	31
	4560	4340	13358	5711	5313	8405
	16	19	76	24	29	33
	3868	3083	10132	3809	3508	5266
	2	0	0	2	2	1
	636	474	1279	596	621	801
	1177	1062	3448	1092	950	1434
	4	6	4	3	1	6
	1045	1126	3482	1185	1026	1708
	0	0	0	0	0	0
	0	0	0	0	0	0
	969	1009	2987	1148	1013	1586
	102	101	296	119	128	187
	0	0	0	0	0	0
	734	824	2567	872	706	1508
	1245	1302	3667	1488	1238	2105
	1883	1791	4521	1986	1989	2772
	9	6	16	5	1	7
	1256	1141	3607	1359	1182	1793
	0	0	0	0	0	0
	0	0	0	0	0	0
	7	1	18	5	5	11
	77	62	254	75	51	99
	262	280	954	371	418	622
	4	1	2	3	4	8
	2019	2169	6059	2350	2151	3701
	0	3	1	1	2	4
	146	172	473	159	125	306
	445	506	1241	615	433	896
	3166	3408	10215	3360	3379	5698
	1282	1220	3499	1196	1233	1836
	8	6	14	0	5	32
	0	0	0	0	0	0
	277	263	699	236	239	320
	0	0	0	0	0	0
	2	3	2	3	3	2
	0	0	0	0	0	0
	2	2	9	2	5	3
	0	1	0	0	0	1
	1941	1892	4953	2243	2055	3584
	15	11	31	15	10	19
	0	0	0	1	1	0
	0	0	0	0	0	0
	2798	2988	9510	3715	3566	5665
	3	0	1	1	2	1
	7	3	17	3	7	14
	0	0	2	1	0	1
	1615	1677	4810	1873	1662	2710
	203	181	543	201	163	322
	150	154	495	175	140	301
	0	1	0	0	0	0
	274	205	719	271	231	393
	256	255	631	322	250	420
	1	5	19	1	5	1
	0	0	3	1	0	0
	8	8	19	6	13	18
	165	123	470	143	157	231
	0	2	0	1	0	0
	492	504	1490	603	604	985
	160	166	493	237	248	316
	113	130	436	153	158	235
	0	0	5	0	3	0
	84	82	234	85	93	146
	0	0	0	0	0	0
	58	41	109	40	47	73
	341	338	1014	366	326	596
	336	369	1056	458	388	756
	80	61	165	87	93	141
	383	312	1023	337	275	461
	0	0	0	0	0	0
	0	0	0	0	0	0
	2	8	26	7	4	13
	0	1	0	0	0	1
	1092	921	2663	905	971	1307
	0	0	0	0	0	0
	427	454	1344	513	517	942
	92	84	286	121	86	126
	2928	3576	9694	4444	3706	6534
	379	371	1073	478	445	666
	0	0	0	0	0	0
	29	42	95	45	43	52
	9	9	39	6	0	8
	12	6	21	11	12	21
	0	0	0	0	0	0
	0	2	4	0	2	5
	0	0	0	0	0	0
	0	0	0	0	0	0
	382	357	1171	466	395	711
	351	298	846	224	225	292
	151	154	491	215	212	312
	516	526	1432	624	523	812
	156	212	487	201	171	349
	1138	978	3133	1048	1096	1541
	0	0	0	0	0	0
	3	5	10	1	3	0
	0	1	3	0	0	0
	1	2	4	0	3	1
	69	77	114	60	46	62
	0	1	0	1	0	0
	5587	5591	16666	6528	6364	9583
	129	175	360	157	172	293
	276	296	800	399	359	592
	0	0	0	0	0	0
	0	0	0	0	0	0
	290	392	924	342	268	449
	0	0	0	0	0	0
	0	1	3	3	0	0
	0	0	0	0	0	0
	875	870	2576	903	1012	2021
	2	4	20	4	5	14
	0	2	0	2	6	2
	0	0	0	0	0	0
	2	1	3	0	0	2
	875	851	2549	1115	1009	1449
	1884	1585	4875	1955	2273	3693
	20	20	37	19	8	26
	0	1	0	0	0	0
	27130	22510	68089	22012	20690	30254
	13	19	52	15	17	29
	2602	1900	7007	1421	1369	2302
	881	1051	3330	891	722	1214
	2	2	15	5	3	1
	627	593	1586	520	528	752
	5492	6300	18044	6449	5743	9200
	2	2	2	0	1	3
	10	11	38	13	10	10
	53	48	151	75	57	97
	69	73	223	99	105	153
	0	0	0	0	0	0
	337	314	1047	439	410	573
	37	32	123	45	42	99
	72	68	206	106	69	107
	0	0	0	3	0	1
	90	103	250	105	136	195
	58	68	140	80	67	155
	491	597	1568	727	598	1121
	141	147	436	168	152	292
	41	37	141	57	39	67
	0	0	0	0	0	0
	115	142	314	112	145	301
	0	0	2	0	0	1
	202	202	565	206	189	226
	311	289	743	276	313	457
	75	120	202	85	66	116
	0	1	0	1	0	2
	0	0	2	1	0	1
	165	171	559	250	181	338
	94	87	300	125	96	173
	79	85	234	107	88	153
	0	0	0	1	0	3
	122	119	331	172	143	242
	336	417	1010	457	412	687
	0	0	0	0	0	0
	5	7	22	7	9	10
	310	292	908	332	275	495
	1829	1776	5375	1928	2039	3548
	403	394	1183	592	520	1192
	0	0	0	0	0	2
	596	625	1918	727	694	1181
	0	2	0	0	0	0
	1	5	0	1	0	5
	188	202	572	222	169	321
	10	9	33	9	4	13
	0	0	0	0	0	0
	157	225	529	217	164	339
	542	479	1501	431	469	929
	93	53	184	93	105	337
	0	0	0	0	0	0
	0	4	6	0	2	4
	2298	2664	6949	2954	2443	4308
	564	565	1738	650	530	859
	1219	1176	3690	1416	1244	2366
	0	0	0	0	0	0
	0	0	0	0	0	0
	628	665	1984	771	755	1421
	0	0	0	0	0	0
	324	373	965	402	378	618
	71	70	198	80	54	95
	10	18	72	19	31	56
	40	40	150	62	58	92
	0	0	0	0	0	2
	0	0	0	0	0	0
	548	517	1518	948	873	1195
	0	1	3	0	1	5
	46	43	111	54	50	134
	924	1101	2954	1281	1105	1777
	185	193	535	211	193	414
	207	248	678	290	261	555
	0	0	4	2	0	2
	69	66	179	74	72	129
	32	28	75	32	36	74
	15	7	33	12	12	8
	8	2	16	10	12	11
	8111	7739	22548	8739	7884	13475
	588	664	1981	676	567	1093
	309	329	966	373	290	654
	375	385	1098	367	399	700
	235	238	710	275	230	417
	0	0	1	0	0	0
	267	295	863	343	357	736
