	V1	V2	V3	V4	V5	V6
NAME	Case1	Case2	Case3	NegCtrl1	NegCtrl2	NegCtrl3
CLASS_CvsI	Infected	Infected	Infected	Control	Control	Control
	17	18	49	18	25	24
	104	113	299	121	122	175
	381	415	1024	427	461	754
	0	0	0	0	0	0
	778	832	2452	1020	892	1772
	41	40	114	44	51	103
	120	112	375	131	154	367
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	2	1	1	2	0
	2587	2663	7595	3122	2587	4551
	72	42	91	52	48	81
	3202	3506	10379	3750	3056	5294
	453	441	1283	528	459	813
	84	50	173	74	68	126
	18	11	58	33	28	54
	3	1	4	4	7	9
	183	202	501	217	233	324
	1173	1276	3469	1463	1301	2409
	1057	1051	3096	1244	1205	2321
	411	438	1046	470	433	835
	77	98	275	114	102	146
	12	14	19	18	8	25
	15	18	47	16	17	27
	587	647	1938	712	657	1220
	57	62	189	73	74	127
	412	434	1284	445	387	692
	620	662	1913	743	636	1208
	1	0	0	1	0	0
	2903	3211	9378	3408	2917	4862
	1	0	4	1	3	3
	427	421	1092	468	520	818
	5	5	7	0	4	15
	0	0	0	0	0	0
	1308	1483	4246	1593	1595	2772
	0	1	1	0	2	0
	7	7	33	7	7	16
	12	21	63	27	11	41
	0	0	0	0	0	0
	1	1	0	5	1	2
	19	7	56	18	26	44
	0	0	0	0	0	0
	909	993	2872	1109	963	1668
	108	114	368	159	140	288
	332	325	943	330	357	956
	108	132	303	146	136	234
	157	143	467	203	193	356
	0	0	0	0	0	0
	17	23	63	38	34	57
	48	73	202	91	81	138
	159	157	403	148	180	531
	38	34	108	45	48	73
	635	599	1842	492	515	720
	62	64	171	50	42	88
	0	0	0	0	0	0
	132	109	366	192	165	303
	153	182	479	165	175	414
	1360	1345	4260	1575	1468	2269
	1473	1194	3658	1421	1400	2423
	96	117	297	140	144	329
	361	420	946	426	460	754
	221	196	558	206	229	431
	0	0	0	0	0	0
	7	6	15	8	14	23
	2418	2545	6673	2741	2705	5256
	0	0	0	0	0	0
	104	137	424	144	137	191
	11	1	6	3	6	5
	0	0	0	0	0	0
	0	0	0	0	0	0
	448	454	1256	463	504	1208
	171	145	545	179	194	439
	72	66	186	78	74	197
	0	0	0	1	0	0
	495	480	1528	602	543	864
	418	470	1379	491	382	846
	323	309	866	381	340	723
	0	0	0	0	0	1
	113	140	415	140	117	233
	105	91	311	88	122	234
	1	3	20	2	2	4
	1240	1330	3780	1487	1343	2580
	12	11	36	11	17	4
	71	65	195	78	72	116
	260	190	601	222	253	602
	0	0	0	0	0	0
	0	0	0	0	0	0
	1	0	0	0	0	0
	1672	1922	5090	2004	1768	2732
	390	372	990	481	392	907
	4	4	26	4	4	22
	0	0	0	0	0	0
	159	193	507	178	177	335
	122	161	432	169	160	307
	375	386	1021	377	351	892
	238	232	597	205	227	447
	42	32	101	40	55	86
	305	359	973	389	353	788
	317	358	964	389	332	621
	2	3	15	5	1	1
	7459	7379	20108	8070	7524	13594
	6	2	14	4	5	0
	358	361	1011	415	427	858
	5	3	15	15	11	16
	1	0	5	0	1	5
	0	0	0	0	0	0
	0	1	0	1	2	1
	0	0	0	0	0	0
	443	455	1242	473	548	1127
	136	118	349	104	148	293
	59	52	205	90	80	158
	1042	1018	3065	1200	1174	1901
	1	2	6	4	0	0
	0	1	0	1	2	3
	914	970	2767	1029	771	1437
	4	0	0	0	4	2
	58	59	143	52	46	76
	402	433	1409	453	488	997
	99	66	225	94	94	120
	3	8	14	9	3	19
	1369	1106	3684	1198	1209	1724
	7	5	19	6	8	0
	0	0	0	0	0	0
	571	606	1725	789	763	1568
	1752	1503	4858	2137	1803	2803
	100	107	258	181	171	283
	15	14	46	16	12	35
	834	883	2822	1082	918	1491
	0	0	0	0	0	0
	17	20	67	27	27	10
	0	0	0	0	0	0
	166	184	555	206	216	262
	4	0	6	6	1	6
	136	149	459	182	191	242
	0	0	0	0	0	0
	602	640	1784	712	665	1044
	799	830	2288	911	726	1356
	1300	1566	4745	1849	1472	2803
	1054	900	2993	981	792	1311
	83	66	209	102	105	115
	104	113	307	111	127	182
	35	37	91	40	40	58
	114	129	413	121	99	162
	1274	1532	4309	2088	1575	2130
	2193	2339	6425	2376	2120	3578
	1	1	5	5	0	2
	504	500	1719	625	484	861
	49	70	140	45	61	77
	14385	13339	38785	14434	14126	20114
	9825	8660	24428	8842	6480	9522
	0	0	1	1	0	0
	2074	2099	5672	2478	2204	3231
	503	510	1390	574	518	760
	2	0	0	0	0	0
	374	426	1429	663	503	873
	661	663	1910	755	723	1383
	1	1	1	0	0	0
	1	0	0	0	0	0
	18	20	77	20	36	7
	2858	3355	8818	3379	3031	5063
	1	1	0	0	0	0
	190	185	487	205	151	271
	1	0	4	1	0	0
	2	2	7	1	2	2
	0	0	0	0	0	0
	15	12	78	25	27	49
	570	583	1728	705	668	1249
	18	16	61	25	17	28
	3	11	20	10	10	6
	0	4	0	0	1	2
	192	233	560	264	219	427
	1139	1133	3488	1131	1008	1514
	463	483	1473	513	379	773
	0	0	0	0	0	0
	0	0	0	0	0	0
	1763	1921	5783	1857	1648	2611
	0	0	0	0	0	0
	1	4	7	5	7	13
	177	164	437	174	173	280
	337	346	1052	412	352	591
	2646	3395	9198	3676	3230	4768
	1321	1395	3702	1356	1275	2094
	247	236	567	266	362	388
	1924	1920	5970	2137	1774	2931
	1	2	0	2	5	0
	9	8	29	7	9	24
	67	49	174	84	62	86
	2	4	5	3	1	4
	0	0	0	0	0	0
	53	76	216	95	77	183
	717	808	2133	869	722	1008
	516	475	1320	537	589	802
	0	0	0	0	0	0
	92	130	294	146	145	271
	213	230	670	262	231	416
	68	66	180	86	75	107
	126	135	340	157	120	205
	186	237	643	300	243	319
	95	73	234	116	103	174
	40	43	106	50	38	86
	0	0	0	0	0	0
	215	190	557	220	255	347
	0	0	0	0	0	0
	0	0	1	0	0	1
	1268	1321	3678	1569	1326	2158
	0	0	0	0	0	0
	85	81	290	119	117	232
	2290	1937	6198	2028	1844	2775
	627	676	1759	803	749	1360
	1544	1565	4333	1741	1442	1991
	1	0	0	0	0	0
	1129	1007	3187	1211	1035	1638
	21	18	57	14	8	21
	645	468	1648	518	486	739
	606	563	1872	672	562	846
	93	104	312	116	92	186
	35	57	164	46	50	95
	11	18	24	25	17	32
	564	645	1739	742	732	1105
	2498	2614	7426	2989	2955	4898
	965	892	2577	922	972	1344
	192	141	409	197	192	297
	16	10	66	26	19	25
	3	5	16	10	3	14
	469	478	1537	669	583	988
	26	36	89	53	80	84
	176	165	492	182	158	278
	152	171	579	195	172	298
	1	0	1	2	3	5
	7	6	8	9	10	11
	213	208	683	321	282	436
	103	85	278	160	184	284
	1	0	0	0	0	0
	154	137	446	186	156	231
	0	0	0	0	0	0
	0	0	0	0	0	0
	308	313	993	331	305	450
	163	150	416	175	185	250
	62	33	170	46	71	127
	14	17	43	19	14	15
	16	8	16	7	4	12
	358	405	1282	453	444	691
	2575	2453	7730	2672	2159	3630
	2	7	19	11	7	11
	684	781	2387	843	814	1441
	94	96	237	98	83	136
	419	423	1254	451	318	583
	1153	1554	4164	2057	1550	2419
	2	0	4	4	2	2
	57	56	161	64	78	96
	6	8	22	1	5	20
	1	0	4	1	2	4
	0	0	0	0	0	0
	47	72	194	66	73	76
	0	0	0	0	0	0
	250	254	690	283	321	629
	0	0	0	0	0	0
	2174	2240	6903	2858	2798	5081
	960	1065	2885	1387	1196	2231
	1126	1254	3478	1718	1451	2506
	182	162	497	203	184	360
	0	0	0	0	0	0
	0	1	0	0	0	4
	80	78	233	77	75	120
	308	312	950	336	292	500
	808	827	2350	939	827	1598
	10	7	42	15	14	18
	274	249	711	328	325	517
	352	358	985	413	441	675
	5	4	19	4	5	26
	0	0	0	0	0	0
	87	91	261	103	120	165
	233	262	777	278	209	434
	0	0	0	0	0	0
	1908	2365	6539	2755	2286	4229
	174	193	540	231	202	344
	2569	2772	7686	2912	2654	4867
	0	0	0	0	0	0
	89	74	258	110	110	200
	45	44	103	39	54	71
	0	0	0	0	0	0
	147	118	296	132	122	142
	451	409	1133	412	461	631
	13	18	30	18	12	26
	301	324	889	272	322	683
	7	8	16	19	9	7
	536	539	1496	562	630	1441
	241	299	687	328	245	334
	211	209	650	318	276	419
	918	910	2464	1056	990	1766
	6	9	12	11	2	2
	172	117	514	185	167	249
	638	531	1689	648	600	840
	1058	1254	3639	1493	1176	2041
	3	0	1	0	1	0
	709	522	1678	612	631	945
	0	0	0	0	0	0
	433	493	1489	550	501	829
	52	52	142	54	69	116
	193	224	584	238	219	363
	611	721	2058	790	654	1247
	2	1	2	1	1	10
	0	0	0	0	0	0
	0	0	0	1	0	0
	0	0	0	0	0	0
	1	0	2	0	0	0
	97	69	244	71	57	86
	434	470	1452	365	356	452
	2848	3258	9351	3383	2632	4721
	158	133	402	120	118	189
	394	350	1471	50	92	68
	396	227	689	237	306	421
	138	172	467	165	142	280
	0	0	0	0	1	0
	0	1	4	4	1	7
	89	83	199	80	69	103
	0	0	0	0	0	0
	0	0	0	0	2	0
	0	0	0	0	0	0
	0	0	0	0	0	1
	1	0	0	3	0	1
	2339	2707	5454	1066	977	1132
	0	0	0	0	0	0
	0	0	0	0	0	0
	666	723	2110	875	808	1515
	0	0	0	0	0	0
	10	9	51	21	11	20
	370	423	1057	475	522	733
	6	3	18	4	4	5
	19	13	42	11	21	25
	0	0	0	0	0	0
	178	139	504	212	204	336
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	25	24	68	42	28	44
	158	164	428	170	122	272
	20	8	85	21	19	29
	300	266	850	336	347	620
	95	90	216	94	71	188
	3	9	12	2	4	12
	1916	2075	5881	2340	2107	4179
	110	134	348	122	102	224
	0	0	0	0	0	0
	76	80	184	78	116	169
	662	739	2064	845	758	1309
	1267	1349	3894	1526	1419	1904
	327	271	879	362	308	480
	20	20	42	11	11	7
	0	0	0	0	0	0
	1	0	0	0	0	0
	35	52	125	84	61	88
	167	143	491	172	166	233
	3	1	22	2	12	0
	703	752	2339	932	772	1413
	172	176	420	180	202	274
	0	0	0	0	0	0
	0	0	0	0	0	0
	1366	1371	4239	1620	1285	2100
	53	48	162	65	35	65
	1	0	4	2	0	2
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	456	410	1374	356	433	583
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	2	1	0	1
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	1	0	0	3	0	1
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	1
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	1	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	1	0	0	0	0	0
	7	7	24	5	11	8
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	1	0	0	0	1	8
	680	735	2097	914	782	1328
	9351	9368	27584	10414	8457	14404
	19647	22549	63927	23963	18763	34816
	360	376	1004	438	332	515
	122	104	305	138	110	184
	148	158	453	185	170	254
	226	248	734	286	258	395
	358	288	969	397	390	543
	57	46	126	37	71	86
	0	0	0	0	0	0
	561	621	1867	680	598	1064
	560	475	1378	410	348	643
	3	1	1	0	0	1
	1837	1573	4813	1890	1742	2473
	0	0	0	0	0	0
	988	750	2029	294	340	440
	0	0	0	0	1	0
	1857	1994	5923	2253	2463	4393
	0	2	5	2	0	0
	1155	1242	3484	1291	1114	1692
	522	272	867	381	367	518
	71	32	175	53	50	107
	668	673	1911	799	684	1326
	266	252	781	273	272	453
	1645	1754	5151	1848	1698	2948
	60	53	145	70	47	86
	623	597	1525	681	570	884
	404	348	1083	408	509	625
	0	0	0	0	0	0
	9	7	36	8	8	27
	0	0	0	0	0	0
	0	0	0	0	2	0
	1	3	5	1	1	2
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	1168	750	2267	946	1036	1346
	160	173	420	205	191	330
	95	35	152	81	69	100
	2050	1627	5056	2013	1690	2538
	49	23	95	35	37	37
	7	8	6	5	3	2
	1195	737	2527	932	974	1445
	0	0	0	0	0	0
	15568	14410	41970	18219	17435	26167
	232	196	687	260	227	454
	2	0	0	1	5	0
	647	323	1099	486	630	701
	180	84	316	100	125	157
	230	168	442	189	207	303
	319	280	705	299	261	434
	516	340	1092	444	454	634
	1	1	7	1	1	0
	629	462	1489	568	573	797
	199	105	319	167	186	231
	20	24	60	18	35	20
	0	0	0	1	1	2
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	86	62	175	85	80	94
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	2	4	3	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	3	5	15	2	3	3
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	258	273	774	294	269	464
	2327	2245	6611	2495	2070	3266
	370	351	912	340	309	691
	316	324	847	310	314	521
	0	0	0	0	0	0
	14	44	94	24	27	43
	219	240	662	223	220	252
	1	0	0	0	3	1
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	3	0	0
	165	135	467	172	188	273
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	2	0	0	3	1	0
	0	1	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	1	5	22	4	3	5
	4	2	2	1	1	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	6	1	30	4	9	5
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	1	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	1	0	0	1	0	1
	0	1	0	0	6	2
	0	1	5	0	0	0
	0	0	0	0	0	3
	0	0	1	1	0	3
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	5	1	0	2
	2	4	8	3	6	3
	3	8	50	15	10	30
	3	3	8	2	0	4
	0	1	9	0	0	0
	5	7	16	5	5	3
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	2	7	1	0	0
	2	1	5	2	1	11
	3	0	0	3	0	0
	154	198	489	188	154	261
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	1	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	864	806	2285	844	962	1969
	21	16	47	15	15	28
	0	0	0	0	0	0
	43	34	87	42	28	74
	2	1	4	0	1	6
	0	0	0	0	0	0
	15	15	31	13	9	20
	1164	1123	2995	1267	1083	1786
	0	0	0	0	0	0
	0	0	0	0	0	0
	33	46	145	35	34	40
	11	13	29	14	21	17
	0	0	0	0	0	0
	218	190	578	220	206	321
	1	0	2	0	0	0
	2929	3170	9266	3738	3226	5362
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	2	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	13	12	26	8	6	18
	28	27	74	27	31	48
	1	0	2	0	1	6
	407	396	1216	514	407	766
	166	175	601	267	219	445
	0	0	1	0	0	0
	0	0	0	0	0	0
	0	0	0	0	2	6
	1255	1158	3381	1321	1131	2020
	0	0	0	0	1	0
	0	0	0	0	0	0
	15	6	43	10	14	15
	131	123	388	107	128	280
	10	10	49	13	11	26
	0	0	0	0	0	0
	82	76	265	115	141	209
	0	0	0	0	1	0
	0	0	5	0	0	0
	103	124	361	156	134	216
	0	1	0	0	0	0
	674	650	1675	663	705	1144
	22	25	78	33	35	55
	53	33	139	44	56	80
	725	666	2004	729	726	1230
	805	829	2356	1039	1086	1564
	2067	1993	6956	2470	1892	3147
	773	623	2104	676	696	1032
	313	319	866	346	401	527
	0	0	0	0	0	0
	0	0	0	0	0	0
	119	125	311	148	186	278
	0	0	0	0	0	0
	0	0	0	0	0	0
	624	722	2297	815	720	1439
	454	456	1089	469	478	1200
	0	4	2	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	75	97	279	97	85	166
	0	0	0	0	0	0
	0	0	0	0	0	0
	140	161	443	181	164	303
	0	0	0	0	0	0
	192	165	525	193	147	342
	333	376	962	378	344	658
	7	15	18	11	2	6
	0	0	0	0	0	0
	1	0	0	0	0	0
	21648	21708	67365	23432	19898	32180
	10	8	27	11	14	25
	96	122	236	58	64	123
	982	1011	3059	1242	989	1840
	5271	5287	15889	6108	5386	8056
	31	32	49	44	35	26
	123	155	363	172	129	246
	168	136	452	183	221	285
	0	0	4	3	0	0
	0	0	0	0	0	0
	2	2	22	3	4	5
	0	0	0	0	0	0
	18	12	44	20	22	21
	323	300	941	336	272	465
	269	220	858	302	271	436
	375	316	1079	409	417	597
	69	70	208	91	64	128
	10	2	14	3	8	11
	56	81	191	85	77	123
	41	43	144	52	38	88
	622	620	1632	798	618	859
	19	8	39	12	12	19
	117	114	344	131	116	157
	20	20	45	9	9	11
	335	267	778	355	305	355
	1	0	0	2	0	0
	2563	2288	6958	2184	2443	3601
	506	436	1372	341	321	498
	593	503	1581	548	495	819
	0	2	1	1	0	0
	21	10	20	11	17	15
	527	548	1603	630	566	774
	5	1	1	3	1	0
	1612	1591	4917	1964	1818	3361
	230	194	619	286	212	425
	6	9	38	15	13	20
	253	321	715	358	319	554
	434	511	1513	578	384	740
	1243	1270	3884	1699	1511	2308
	2	0	6	1	2	1
	0	1	0	0	0	0
	358	281	843	320	298	465
	121	114	320	143	105	220
	505	571	1414	648	599	1187
	0	0	0	0	0	0
	758	725	2210	789	816	1095
	0	0	0	0	0	0
	28	24	55	20	23	43
	5	10	12	3	1	7
	9	14	18	17	2	13
	0	0	0	0	0	0
	634	537	1731	618	477	872
	6	5	28	0	1	0
	0	0	0	0	0	3
	18	15	81	41	49	64
	925	1004	3094	1236	1125	1674
	0	0	0	0	0	0
	978	992	2680	1073	994	1629
	330	359	1031	368	367	530
	165	186	522	208	214	247
	447	528	1570	553	504	847
	227	217	630	248	217	320
	141	136	446	168	152	286
	49	49	180	77	71	116
	159	137	375	153	186	301
	156	174	474	203	168	364
	470	545	1490	558	486	1107
	124	130	315	114	125	203
	452	453	1235	413	456	633
	0	0	0	0	0	0
	25	23	72	16	16	16
	0	0	0	0	0	0
	102	100	262	118	97	160
	56	43	157	68	49	111
	363	378	1138	444	411	619
	213	216	648	219	228	345
	1164	1284	3605	1477	1230	1986
	34	22	136	57	63	88
	682	651	2164	845	705	1049
	194	192	636	230	161	272
	4	5	16	9	9	7
	35	18	90	35	30	52
	151	166	449	176	157	242
	3	4	9	3	2	13
	7982	9166	24785	10247	9652	16405
	211	172	670	189	210	305
	840	719	2509	1083	962	1390
	0	0	0	0	0	0
	118	88	251	114	77	10
	5	2	30	5	7	2
	0	0	0	0	1	0
	1039	1226	3339	1323	1046	1741
	41	39	94	26	26	85
	72	72	229	127	114	155
	2	7	7	2	7	3
	679	644	1708	762	812	1317
	118	134	276	178	133	260
	818	611	2173	696	759	1636
	716	755	2049	911	786	1586
	5	2	9	6	7	7
	6097	6942	16486	7178	6770	11246
	7	5	6	8	8	7
	464	500	1605	580	465	807
	137	144	503	131	118	157
	25	16	37	8	11	13
	293	276	840	324	348	449
	844	756	2210	892	1093	1251
	9	5	9	6	2	11
	0	0	0	0	1	0
	8	9	22	6	17	6
	84	71	215	82	65	157
	898	938	2777	469	419	661
	0	0	0	0	0	0
	30	28	90	29	37	67
	12	12	38	4	0	2
	407	366	1244	492	471	915
	10	8	17	17	21	27
	1	0	0	0	0	0
	102	153	361	125	113	230
	0	0	0	0	0	0
	0	0	0	0	0	0
	121	139	501	185	189	326
	52	46	150	95	53	86
	86	84	277	126	120	222
	27	13	36	21	30	32
	982	744	2126	945	876	1448
	440	467	1275	570	536	1060
	501	558	1459	561	518	1220
	162	182	517	194	160	253
	0	0	0	0	0	0
	0	0	0	0	0	0
	23	21	61	34	11	50
	1	2	6	1	4	2
	47	35	96	38	60	130
	0	0	3	1	3	4
	12	12	41	22	12	33
	0	0	0	2	0	0
	174	181	434	217	181	286
	119	133	388	141	151	221
	5	1	8	3	1	13
	1129	1197	3674	1462	1382	2547
	0	1	0	0	0	0
	389	425	1042	436	547	995
	202	161	480	169	176	411
	286	320	860	353	333	665
	0	1	0	1	0	2
	14	10	44	15	12	26
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	1	0	1	0	0
	283	287	857	340	349	605
	0	0	0	0	4	0
	18	14	60	28	28	57
	302	365	947	406	387	668
	1986	2182	6754	2441	2176	4029
	875	966	2834	1191	964	1622
	1789	1971	5519	2380	2154	4003
	7	4	11	3	7	3
	208	193	536	279	196	362
	298	293	933	286	291	491
	0	0	0	0	0	0
	1200	1310	4033	1593	1442	2325
	1522	1613	4669	1701	1881	3857
	220	209	600	271	288	599
	0	0	0	0	0	0
	13	3	29	18	17	25
	1	0	0	0	1	0
	323	346	1052	378	339	713
	86	88	263	121	95	176
	63	57	144	61	82	203
	203	212	595	267	223	369
	0	0	0	0	0	0
	7	5	17	4	2	15
	0	0	2	0	0	0
	400	411	1057	391	379	699
	884	938	2417	948	1002	1586
	26	26	102	21	34	81
	9	3	19	9	8	22
	115	151	355	133	108	238
	18	16	59	22	8	25
	712	766	2159	991	749	1389
	113	114	342	148	173	174
	0	0	0	0	0	0
	24	23	88	34	29	41
	94	100	269	135	115	196
	0	0	2	2	0	7
	0	1	2	1	0	0
	0	0	0	0	0	0
	1402	1623	3696	1832	1717	2886
	0	0	0	1	0	0
	1842	1905	5461	1922	1893	3321
	816	919	2617	1067	885	1348
	130	108	279	164	137	237
	2201	2312	6734	2508	2078	3491
	0	1	0	0	0	0
	0	0	0	0	0	0
	7	10	23	8	10	11
	211	244	676	295	217	438
	274	288	919	379	266	654
	724	906	2376	1049	868	1603
	0	0	0	0	0	0
	59454	60349	196668	67164	54398	85563
	66	76	158	65	62	139
	493	546	1686	669	716	1226
	6	4	13	4	2	4
	0	0	2	0	0	0
	0	0	0	0	0	0
	29	30	65	39	31	45
	0	0	0	0	0	0
	3497	3737	10922	4651	4218	6484
	161	198	518	187	208	452
	392	493	1406	713	463	783
	667	599	1782	608	591	1215
	100	94	315	115	131	224
	4180	4509	11930	4525	3972	6073
	282	279	809	330	320	561
	0	2	2	4	0	0
	848	990	2892	1078	1036	1754
	23	10	30	22	33	16
	1559	1434	4219	1758	1729	2683
	94	113	402	130	191	37
	5656	5806	16364	6045	5458	7763
	1104	1240	3674	1632	1430	2318
	554	629	1496	635	474	767
	1766	1679	5025	1988	1724	2939
	613	758	2155	866	794	1241
	0	1	0	0	0	1
	0	0	0	0	0	0
	25	11	68	12	24	17
	176	164	485	172	127	233
	7	6	26	9	15	13
	286	337	938	337	348	881
	140	136	432	185	150	290
	0	0	0	0	0	0
	0	0	0	0	0	2
	0	0	0	0	0	0
	3	3	5	0	0	4
	301	277	905	296	383	613
	509	569	1573	614	568	1108
	1	4	7	1	0	0
	55	34	165	69	56	90
	1	0	0	0	0	0
	0	0	5	1	5	0
	249	257	735	300	315	463
	219	223	618	276	220	328
	282	278	835	307	296	719
	0	0	0	0	0	0
	1784	1818	5359	2110	1918	3540
	0	1	0	0	0	0
	0	0	0	0	0	0
	57	94	262	136	101	205
	44	50	165	65	44	71
	0	0	0	0	0	0
	813	786	2445	763	691	1240
	113	154	404	174	129	209
	18748	19891	62058	24662	20106	34334
	0	0	0	0	0	1
	0	0	0	0	0	1
	0	0	0	0	1	6
	0	0	0	0	0	0
	108	99	306	119	115	188
	5	3	12	1	4	0
	6	4	7	2	6	0
	3209	3201	9427	3095	2682	3996
	1025	1126	3229	1328	1215	2185
	15	10	69	16	29	47
	20	22	58	25	19	43
	9	12	9	9	4	11
	192	183	456	242	158	207
	2	0	0	2	0	0
	500	605	1875	735	604	1019
	139	124	404	123	141	206
	118	114	351	132	111	188
	422	499	1400	524	482	869
	0	0	0	0	0	0
	10	10	23	11	9	14
	1532	1671	4523	1683	1700	2921
	1	0	2	1	2	0
	2	3	8	3	3	4
	0	0	0	0	0	0
	92	82	246	127	123	198
	4	1	1	0	1	3
	238	241	720	299	219	447
	4	4	6	1	3	3
	194	193	572	216	219	394
	11532	6597	23515	9272	10211	12964
	0	0	0	0	0	0
	456	342	1075	449	387	702
	0	0	0	0	0	0
	458	472	1324	506	540	1060
	212	241	686	237	190	278
	9	10	26	7	19	25
	45	27	98	48	53	85
	0	4	4	0	3	5
	861	836	2520	1007	899	1369
	3	1	7	3	4	4
	346	311	901	392	321	647
	21	14	49	40	27	54
	57189	51475	161363	56182	50391	80583
	282	358	973	380	366	516
	4	8	5	5	5	6
	550	470	1347	567	548	618
