	Case1	Case2	Case3	Case4	Case5	NegCtrl1	NegCtrl2	NegCtrl3	NegCtrl4	NegCtrl5
AIP	75.5200998171095	44.0864298444083	42.3015307359327	44.9166579754122	40.0173648969672	64.319142431134	4.09551258036763	22.7559617543778	52.2572002227229	2.47144433429854
AIPL1	0	0	0	0	0	0	0	0	0	0
AIRE	0	0	0	0	0	0.385679019440173	0	0	0	0
AIRN	2.58594626820592	1.68922323262305	1.16405259787951	2.26602862214014	1.13845551643995	0.824968657037554	0.774814051269825	4.30511164877631	2.19696353118443	4.67562914181994
AJ011931.1	0.226944802911972	0.370619102101386	0.255395568976976	0	0.199823612717028	2.89599751675944	0	1.88910095824113	0.964036766191885	0
AJ011932.1	0	0	0	0	0	0	0	5.06197805154505	0	0
AJ239318.1	0	0	0	0	0	0	0	0	0	0
AJ239322.1	0	0	0	0	0	0	0	0	0	0
AJ271736.1	0	0	0	0	0	0	0	0	0	0
AJAP1	0.496568561416266	0.51605041643172	0.304811186729226	0.395578272399463	1.7489032157724	0	0	1.12730833044466	0.191760825458986	0
AJUBA	8.93726758600969	7.53304579727433	7.67844499749096	8.42107832900676	8.20767424985739	16.2485882762753	0	3.99969378754197	7.75619588881111	0.69502810080953
AK1	14.6130397506342	10.6854932792517	28.4719274644475	28.6683644231806	11.7144570059162	6.26218977110304	5.2279778792969	10.8931112717398	18.5297309784048	6.30966505709848
AK2	17.6861798551529	15.1611514581809	15.0102012510308	6.17866547111125	11.95105062938	20.9944023614968	7.39426180419102	14.1840569402774	35.6924972314884	5.94944054292958
AK2P2	0	0	0	0	0	0	0	0	0	0
AK3	25.2211840673266	20.5941102704874	26.2108491873044	18.0416094529983	22.3204112058007	28.3254255410553	30.8444747235879	38.0253027011968	44.8225549375915	38.1569636641246
AK3P2	0	0	0	0	0	0	0	0	0	0
AK3P3	0.851726579603365	0	0.958502647425639	0	2.24982127812123	0	0	3.54490932826574	0	0
AK3P4	0	0	0	0	0	0	0	0	0	0
AK3P5	20.7040125785666	33.8113164668525	2.45258480882707	0	19.1892270863519	20.8578780686836	6.52993576156882	36.2823860341958	23.1443123444141	47.2860158758854
AK4	10.5228357467386	2.68129079620037	1.42776166325424	0.65397263085517	3.41698905124351	9.76147592644317	4.91942508086519	10.8714295050008	14.5829325128145	4.31801570151923
AK4P1	5.04952186479138	2.74875834058528	0	0	0.741012563825644	2.6848310311624	0	0	3.57496967462824	0
AK4P2	0	0	0	0	0	0	0	0	0	0
AK4P3	0	0	0	0	0	0	0	0	0	0
AK4P4	0.875458899158877	1.42969474061402	0	7.67152414337535	0.770836598902218	0	0	0	0	0
AK4P5	0	0	0	0	0	0	0	0	0	0
AK4P6	0	0	0	0	0	0	0	0	0	0
AK5	0	0.132927864484262	0.0916012892761405	0	0.143339217873009	0.259672776761821	0.487771540048103	0.677553193427878	0	0
AK7	3.17722724076761	2.22371461260832	2.04316455181581	1.98868563267274	4.59594309249163	1.08599906878479	4.07989967125307	14.1682571868085	2.41009191547971	1.64134846439169
AK8	0.207084016424985	0	0.932179799180702	0	0.54700890833852	0	0	6.89511473883105	0	0
AK9	6.72069457940148	3.10970640551062	4.66399149177126	2.94462542877034	5.42440569597857	5.5387601546024	2.34930249770049	14.4520526070552	3.33069070102025	4.45559953514606
AKAP1	22.134683110681	24.2137813372906	25.2671349574555	26.9135455621711	35.9948934374272	50.6799565432902	13.9623233193994	43.1974419117805	37.340357410499	12.2554018674579
AKAP10	37.3992278640469	37.0272915215357	31.6973398742799	20.482763366896	32.7239968669735	35.4204614650563	18.9096899828196	63.2354976680923	51.1355860713099	21.131640696756
AKAP11	58.5795464423362	42.0106751284853	35.1120352562957	23.4919632920991	42.2877148677843	61.3230029895271	29.3955776885388	74.3061619275971	52.820852995899	46.6159518082543
AKAP12	358.404991691367	96.1999636953963	70.0634304412926	79.0669679232897	163.20618048479	593.794670779941	130.926886361958	942.332642303267	439.683381411782	82.0378695948124
AKAP13	150.394082775337	138.036463224137	113.072685684414	81.1305288993096	126.920982707234	139.407865471339	66.343567757442	186.982430378855	153.998693676294	79.0618454792664
AKAP14	1.93349213284319	0.78938701062962	0	0	0.851214432292022	0	0	0	0	3.49593194296076
AKAP17A	33.9049959511103	31.3155839646826	43.0030917493665	94.9761077485006	68.5154417736772	128.111956977884	0.832687140111601	100.630133697914	60.7973221127932	36.1790303286258
AKAP17BP	0	0	0	0	0	0	0	0	0	0
AKAP3	2.46425467911388	0.754561113101842	0.519972024420445	2.69923997637281	0.135610142399464	0.491341626617955	0	0.641018462409709	0.654242816271835	0
AKAP4	0	0	0.210256279448505	0	0	0	0	0	0	0
AKAP5	3.76428680016397	2.0901101759083	3.30423117115739	1.31943679356243	3.24814452897375	1.44105946720538	1.80459886062525	4.70011939690186	1.91883356337874	1.63348257718214
AKAP6	2.92435049089408	0.842770477738	1.48415821063412	2.76355320707824	2.24670381310373	3.84146157475046	1.71805569312289	10.8586434782079	1.94859951037224	0.414705502713585
AKAP7	5.66408374644137	5.63037632663321	4.29562780200508	3.23697230347517	5.85453166037556	11.3916801949255	6.64082951062224	6.66223760539731	5.75357627582233	1.78107571228569
AKAP8	28.0403616402382	21.713655271439	25.1852371604763	38.068331398621	30.1372707522385	40.317462635556	3.94440952078005	70.1324333398421	27.9606566730701	15.2336699190469
AKAP8L	46.0988836043801	27.4583585682093	40.4748926557731	56.5931613711336	42.2565368942605	61.8097898822124	2.66905820850893	52.8323403253403	39.2592062555749	14.4958312106229
AKAP8P1	0	0	0	0	0	0	0	1.7448627086497	0	3.03205364956567
AKAP9	66.9587119019717	50.3634114673036	55.0817415944879	19.8667619743709	60.4060745934019	79.7576163985508	22.8913514119313	99.2714773074008	70.712546789879	28.975343665627
AKIP1	15.4910549034643	14.0545209066448	9.40832859490488	4.30939530140911	15.3718223674996	8.62881347058801	5.89397680044212	2.04679982084213	17.7567189404144	3.55673075936008
AKIRIN1	44.1833163169246	41.5749699013524	29.833394901123	14.7494184423229	34.0865779359796	25.5058947960428	13.8688256185998	58.6703594478743	61.6682268873372	16.7383348608277
AKIRIN1P1	0	0	0	0	0	0	0	0	0	0
AKIRIN1P2	2.97656025714018	0	1.11657150507127	0	0	0	0	0	0	7.17586030397208
AKIRIN2	76.9244386811709	36.3647814829645	48.9792708533277	59.8687803618581	53.0266601378157	75.8816136807455	30.3269499799035	65.2961195642254	73.0925343408556	49.412299811244
AKIRIN2P1	0	0	0	0	0	0	0	0	0	0
AKNA	33.0226631301063	54.0157850684583	58.6555518780436	47.215947953841	54.9114005979986	43.5691776203122	10.8694695263318	121.898600781877	48.4962964785339	9.26004801040827
AKNAD1	0.448935462477979	0.183286922491894	0	0	0.592927695444532	0	0	0	0	0
AKR1A1	35.154120819669	55.6339528542426	63.6241834225808	52.4003690126484	65.0970396345593	77.4635260154154	16.2882248970885	33.1842585500198	52.3427793181071	30.1427518696168
AKR1B1	20.4302493839835	31.0894046797232	26.3008509692075	31.1941723377863	30.3900325026425	36.5383901252446	11.1298412487823	35.4296903854036	21.0389019932145	44.7754830132905
AKR1B10	0	0.520915286202287	0.35896545848315	0	6.17886618364259	0	0	0	0	0
AKR1B10P1	0	0	0	0	2.1144817107891	0	0	2.49874712735504	0	0
AKR1B10P2	0	0	0	0	0	0	0	0	0	0
AKR1B15	0	0.2756140860748	0	0	0.297201099905003	0	0	0	0	0
AKR1B1P1	0	0	0	0	1.04175824872559	0	0	0	0	0
AKR1B1P2	0	0	0.681419440996386	0	0	1.93169855775282	0	0	0	0
AKR1B1P4	0	0	0	0	0	0	0	0	0	0
AKR1B1P6	0	0	0	0	0	0	0	0	0	0
AKR1B1P7	0	0	0	0	0	0	0	0	0	0
AKR1B1P8	0	0	0	0	0	0	0	0	0	0
AKR1C1	6.64589666083666	4.95246910604938	5.30068914158763	18.0930686927388	15.28252813892	11.321318301399	2.7065894605567	6.71369022809027	19.4602342402582	16.7996181902461
AKR1C2	7.52778124155248	16.2959974427765	0.98505766582669	4.60220207084397	8.01545984532527	8.09812523375527	1.04907496061112	4.37174392936409	4.83376181358185	6.33066146612612
AKR1C3	29.2100185806802	24.7957540925208	8.62480827619614	6.3357256412944	17.0612885061037	25.8336899423941	0.866539672782976	22.2683028322252	27.0275385679897	47.06234129299
AKR1C4	0	0	0	0	0	0	0	0	0	0
AKR1C5P	0	0	0	0	0	0	0	0	0	0
AKR1C6P	0	0	0	0	0	0	0	0	0	0
AKR1C7P	5.05516378866265	0	0.711112578648742	0	4.45104306494599	4.0317462635556	0	2.62996625024408	0	0
AKR1C8P	0	0	0	0	0	0	0	1.00805986893724	0	0
AKR1D1	0	0	0	1.45246324637177	0.145943857822636	0.528782664988608	0	0	0	0
AKR1D1P1	3.62529774908099	0	0.679963416549812	0	0	0	0	0	0	0
AKR1E2	4.21176503079	1.91059743987723	4.47644926940034	10.2519747551106	4.73855613839021	8.21111749373291	0	7.79088057581613	4.96975511243314	0
AKR7A2	6.66843089611978	19.1872901123842	13.2220623480927	11.1303865168343	15.3777789775383	41.5342305281226	1.90288414388221	14.5379100132807	21.5822986758017	16.0761833873378
AKR7A2P1	0.618083550662988	3.02814033585789	0	0	2.17687625307468	0	0	7.71744194743754	2.62555149874337	0
AKR7A3	0	0	0	0	0	0	0	0	0	0
AKR7L	0.204315913604275	0	0	0	0.179899003934549	0	0	1.70073684535293	3.47164685166211	0
AKT1	21.5335281100224	25.0712765757307	22.9216264712445	51.9467064867045	25.3842942129442	42.6725052478461	16.6992489082585	48.5019308916631	42.8304555320449	9.16108307934081
AKT1S1	20.997279694346	14.9717972157241	10.3171440620234	27.6426263015261	12.9329102302134	28.6182302976543	7.67953226133952	6.56460113360558	15.9125720082459	3.56479028522232
AKT2	10.5270877161089	9.11850710492736	11.9668772235754	18.075504125518	12.1186449125111	18.3801688703599	3.19680228297153	19.8347284864654	16.3159979314438	4.11544748913504
AKT3	32.3713455574505	21.1170760560256	14.4522175074999	10.4773881535317	28.3078287948277	31.3627619256856	10.8801584112773	72.6180407817375	30.4741601016936	41.9561106332782
AKT3-IT1	8.75120230339086	0	8.61725397530826	9.58569554472046	4.81586501828658	6.97952206166782	0	31.8699004986057	4.64676909352066	0
AKTIP	12.737042255289	13.3337266954281	8.69829620986224	6.67769628033558	10.8314783535446	16.6702424910826	5.87128584067141	19.4830127315964	16.6478664809637	11.8101261980676
AL008707.1	0	0	0	0	0	0	0	0	0	0
AL008721.1	0	0	0	0	0	0	0	0	0	0
AL008723.1	0	0	0	0	0	0	0	0	0	0
AL009031.1	0	0	0	0	0	0	0	0	0	0
AL009050.1	0	0	0	0	0	0	0	0	0	0
AL009174.1	0	0	0	0	0	0	0	0	0	0
AL009179.1	0	0	0	0	0	0	0	0	0	0
AL020993.1	0	0	0	0	0	0	0	0	0	0
AL020997.1	0	2.64636906142308	0	0	1.42682075326886	0	38.8428270516243	6.74446932369183	13.7672184604595	0
AL021395.1	0	0	0	0	0	0	0	0	0	0
AL021807.1	1.00096716611794	0	0	0	0	0	0	0	0	0
AL021917.1	0	0	0.895141712926335	0	0	0	0	0	3.37887429163176	0
AL021918.1	2.39638325786709	3.91348645100278	2.69680405885858	0	2.11000187665607	0	0	9.97381268630699	0	0
AL021918.2	0	0	0	0	0	0	0	0	0	0
AL021920.1	0	0	0	0	0	0	0	0	0	0
AL022314.1	0	0	0	0	0	0	0	0	0	0
AL022326.1	0	0	0	0	0	0	0	0	0	0
AL022328.1	0	0	0	0	0	0	0	0	0	0
AL022400.1	0	0	0	0	0	0	0	0	0	0
AL022578.1	0	0	0.444135211368196	0	0	0	0	0	0	0
AL023284.1	0	0	0	0	0	0	0	0	0	0
AL023806.1	0.342963280082859	0.5600865994158	0	6.01067871027347	0.301977224312209	3.2823646809117	0	1.42742255546904	7.28435300591322	0
AL024509.1	0	0	0	0	0	0	0	0	0	0
AL031229.1	0	0	0	0	0	0	0	0	0	0
AL031320.1	0	0	0	0	0	0	0	0	0	0
AL031587.1	0	0	0	0	0	0	0	0	0	0
AL031681.1	0	0	0	0	0	0	0	0	0	0
AL031768.1	0	0	0	0	0	0	0	0	0	0
AL031777.1	0	0	0	0	0	0	0	0	0	0
AL031777.2	0	0	0	0	0	0	0	0	0	0
AL033528.1	0	0	0	0	0	0	0	0	0	0
AL034418.1	0	0	0	0	0	0	0	0	0	0
AL035045.1	0	0	0	0	0	0	0	0	0	0
AL035106.1	0	0	0	0	0	0	0	1.25604044502052	0	0
AL035250.1	0	0	0	0	0	0	0	0	0	0
AL035419.1	0	0	0	0	0	0	0	0	0	0
AL035461.1	0	0	0	0	0	0	0	0	0	0
AL035467.1	0	0	0	0	0	0	0	0	0	0
AL049539.1	0	0	0	0	0	0	0	0	0	0
AL049564.1	0	0	0	0	0	0	0	0	0	0
AL049794.1	3.6534008324072	0	3.28912536377584	0	2.57343898134797	0	4.37860033624576	3.04111084492048	3.10384963998731	0
AL049871.1	0	0	0	0	0	2.05023460561492	0	0	0	0
AL049872.1	0	0	0	0	0	0	0	0	0	0
AL050321.1	0	0	0	0	0	0	0	0	0	0
AL050327.1	0	0	0	0	0	0	0	0	0	0
AL050335.1	0	0	0	0	0	0	0	0	0	0
AL078621.1	0	0	0	0	0	0	0	0	0	0
AL080243.1	0	0	0	0	0	0	0	0	0	0
AL080276.1	0	0	0	0	0	0	0	0	0	0
AL080285.1	0	0	0	0	0	0	0	0	0	0
AL096700.1	0	0	0	0	0	0	0	0	0	0
AL096803.1	0	0	0	0	0	0	0	0	0	0
AL096855.1	0	0	0	0	0	0	0	0	0	0
AL096869.1	0	0	0	0	0	0	0	0	0	0
AL109615.1	0	0	0	0	0	0	0	0	0	0
AL109618.1	0	0	0	0	0	0	0	0	0	0
AL109620.1	0	0	0	0	0	0	0	0	0	0
AL109653.1	0	0	0	0	0	0	0	0	0	0
AL109659.1	0	0	0.977643253288209	0	0	0	0	3.61569860824647	0	0
AL109763.1	0	0	0	0	0	0	0	0	0	0
AL109767.1	0	0	0	0	1.76581717337175	0	0	0	0	0
AL109947.1	0	0	0	0	0	0	0	0	0	0
AL110292.1	0	0	0	0	0	0	0	0	0	0
AL117187.1	0	0	0	0	0	0	0	0	0	0
AL117190.1	0	0	0	0	0	0	0	0	0	0
AL117209.1	0	0	0	0	0	0	0	0	0	0
AL117341.1	0	0	0	0	0	0	0	0	0	0
AL118496.1	0	0	0	0	0	0	0	0	0	0
AL118506.1	0	0	0	0	0	0	0	0	0	0
AL118520.1	0	0	0	0	0	0	0	0	0	0
AL121578.2	0	0	0	7.42999189898123	0	0	0	0	0	0
AL121584.1	0	0	0	0	0	0	0	0	0	0
AL121594.1	0	0	0	0	0	0	0	0	0	0
AL121652.1	0	0	0	0	0	0	0	0	0	0
AL121655.1	0	0	0	0	0	0	0	0	0	0
AL121748.1	0	0	0	0	0	0	0	0	0	0
AL121753.1	0	0	0	0	0	0	0	0	0	0
AL121761.1	0	0	0	0	0	0	0	0	0	0
AL121895.1	0	0	0	0	0	0	0	0	0	0
AL121897.1	0	0	0	0	0	0	0	0	0	0
AL121899.1	0	0	0	0	0	0	0	0	0	0
AL121928.1	0	0	0	0	0	0	0	0	0	0
AL121932.1	2.64274041521792	0	17.8442735857184	46.3159308095372	9.30767182973519	0	0	0	0	19.1132727722621
AL121933.1	0	0	0	0	0	0	25.2913183601061	0	0	0
AL121952.1	0	0	0	0	0	0	0	0	0	0
AL121970.1	0	0	0	0	0	0	0	0	0	0
AL121987.1	0	0	0	0	0	0	0	0	0	0
AL121988.1	0	0	0	0	0	0	0	0	0	0
AL121989.1	0	0	0	0	0	0	0	0	0	0
AL121992.1	0	0	0	0	0	0	0	0	0	0
AL122003.1	0	0	0	0	0	0	0	0	0	0
AL122127.1	0	0	0	0	0	0	0	0	0	0
AL132640.1	0	0	0	0	0	0	0	0	0	0
AL132671.1	0	0	0	0	0	0	0	0	0	0
AL132709.1	0	0	0	0	0	0	0	0	0	0
AL132709.2	0	0	0	0	0	0	0	0	0	0
AL132709.3	0	0	0	0	0	0	0	0	0	0
AL132709.4	0	0	0	0	0	0	0	0	0	0
AL132709.5	0	0	0	0	0	0	0	0	0	0
AL132709.6	0	0	0	0	0	0	0	0	0	0
AL132709.7	0	0	0	0	0	0	0	0	0	0
AL132709.8	4.24425102331433	5.19840226512189	2.38816419471154	0	3.73703897103814	0	0	0	13.5218365179185	7.67399694796264
AL132780.1	0	0	0	0	0	0	0	0	0	0
AL132796.1	0	0	0	0	0	0	0	0	0	0
AL132875.1	0	0	0	0	0	0	0	0	0	0
AL133153.1	0	0	0	0	0	0	0	0	0	0
AL133167.1	0	0	0	0	0	0	0	0	0	0
AL133230.1	0	0	0	0	0.217118135116997	0	0	0	0	0
AL133232.1	0	0	0	0	0	0	0	0	0	0
AL133243.1	72.6248172029011	52.992455877513	22.6059968649675	13.5404497175423	27.2109531634335	49.2952582770801	83.3369670554316	96.4680243429692	111.585938696593	156.457282037424
AL133243.2	13.9554953450126	7.97665591246957	9.81563476080543	3.05725144763756	6.14386727811021	8.90416509779707	8.36282951327382	27.5894978935229	14.8203554679221	5.04656431001121
AL133243.3	0	0	1.48306268483168	0	0.165765793239292	0	0	0	0	1.36159799376301
AL133243.4	6.36671782244523	3.56480978746859	2.86595066274324	1.59401884741733	2.24234358329741	4.64253831570571	3.27021871365798	10.5993815103115	17.7725092605513	3.94683857182125
AL133244.1	0	0	0	0	0	0	0	0	0	0
AL133244.2	0	0	0	0	0	0	0	0	0	0
AL133247.2	0	0	0	0	0	0	0	0	0	0
AL133260.1	0	0	0	0	0	0	0	0	0	0
AL133335.1	0	0	0	0	0	0	0	0	0	0
AL133373.1	0	0	0	0	0	0	0	0	0	0
AL133373.2	0	0	0	0	0	0	0	0	0	0
AL133405.1	0	0	0	0	0	0	0	0	0	0
AL133410.1	0	0	0	0	0	0	0	0	0	0
AL133475.1	0	0	0	0	0	0	0	0	0	0
AL133493.2	0.774190895080951	2.52863190263287	0.435623379801933	0	3.06751812869096	1.23491201433342	0	0	4.93301770297778	0
AL135784.1	0	0	0	0	0	0	0	0	0	0
AL135791.1	0	0	0	0	0	0	0	0	0	0
AL135878.1	0	0	0	0	0	0	0	0	0	0
AL136040.1	0	0	0	0	0	0	0	0	0	0
AL136090.1	0	0	0	0	0	0	0	0	0	0
AL136115.1	6.56340172754315	1.78642708401674	0	0	0.963173003657316	0	0	13.6585287851167	0	15.8229801673659
AL136221.1	0	0	0	0	0	0	0	0	0	0
AL136231.1	0	0	0	0	0	0	0	0	0	0
AL136234.1	0	0	0	0	0	0	0	0	0	0
AL136380.1	0	0	0	0	0	0	0	0	0	0
AL136456.1	0	0	0	0	0	0	0	0	0	0
AL136985.1	0	0	0	0	0	0	0	0	0	0
AL137024.1	0	0	0	0	0	0	0	0	0	0
AL137190.1	0	0	0	0	0	0	0	0	0	0
AL137224.1	0	0	0	0	0	0	0	0	0	0
AL137792.1	0	0	0	0	0	0	0	0	0	0
AL137800.1	0	0	0	0	0	0	0	0	0	0
AL138721.1	0	0	0	0	0	0	0	0	0	0
AL138726.1	0	0	0	0	0	0	0	0	0	0
AL138807.1	0	0	0	0	0	0	0	0	0	0
AL138885.1	0	0	0	0	0	0	0	0	0	0
AL138963.1	0	0	0	0	0	0	0	0	0	0
AL138999.1	0	0	0	0	0	0	0	0	0	0
AL139021.1	0	0	0	0	0	0	0	0	0	0
AL139022.1	0	0	0	0	0	0	0	0	0	0
AL139042.1	0	0	0	0	0	0	0	0	0	0
AL139099.1	0	0	0	0	0	0	0	0	0	0
AL139099.2	849.024843420683	845.274036145268	604.702827322513	296.606758899979	563.775663522289	274.455345709249	321.155593739801	99.7878715647472	95.8555459890346	275.402718399328
AL139099.3	0	0	0	0	0	0	0	0	0	0
AL139147.1	0	0	0	0	0	0	0	0	0	0
AL139156.1	0	0	0	0	0	0	0	0	0	0
AL139184.1	0	0	0	0	0	0	0	0	0	0
AL139220.1	0	0	0	0	0	0	0	0	0	0
AL139288.1	0	0	0	0	0	0	0	0	0	0
AL139340.1	0	0	0	0	0	0	0	0	0	0
AL139351.1	0	0	0	0	0	0	0	0	0	0
AL139383.1	0	0	0	0	0	0	0	0	0	0
AL139396.1	0	0	0	0	0	0	0	0	0	0
AL139398.1	0	0	0	0	0	0	0	0	0	0
AL139815.1	0	0	0.268996516437288	0	0	0	0	0	0	0
AL157359.3	0	0	0	0	0	0	0	0	0	0
AL157392.1	0	0	0	0	0	0	0	0	0	0
AL157407.1	0	0	0	0	0	0	0	0	0	0
AL157702.1	0	0	0	0	0	0	0	0	0	0
AL157823.1	0	0	0	0	0	0	0	0	0	0
AL157871.1	0	0	0	0	0	0	0	0	0	0
AL157871.2	0	0	0	0	0	0	0	0	0	0
AL157882.1	0	0	0	0	0	0	0	0	0	9.53435984443843
AL157884.1	0	0	0	0	0	0	0	0	0	0
AL157904.1	0	0	0	0	0	0	0	0	0	0
AL157931.1	0	0	0	0	0	0	0	0	0	0
AL158040.1	0	0	0	0	0	0	0	0	0	0
AL158048.1	0	0	0	0	0	0	0	0	0	0
AL158069.1	0	0	0	0	0	0	0	0	0	0
AL158077.1	0	0	0	0	0	0	0	0	0	0
AL158141.1	0	0	0	0	0	0	0	0	0	0
AL158147.1	0	0	0	0	0	0	0	0	0	0
AL158151.1	0	0	0	0	0	0	0	0	0	0
AL158151.2	0	0	0	0	0	0	0	0	0	0
AL158154.1	0	0	0	0	0	0	0	0	0	0
AL158154.2	0	0	0	0	0	0	0	0	0	0
AL158175.1	0	0	0	0	0	0	0	0	0	0
AL158210.1	0	0	0	0	0	0	0	0	0	0
AL158801.1	1.62513347372596	0	12.8020698426275	0	2.86184162580938	0	0	0	0	0
AL158839.1	0	0	0	0	0	0	0	0	0	0
AL160269.1	0	0	0	0	0	0	0	0	0	0
AL160279.1	0	0	0	0	0	0	0	0	0	0
AL160291.1	0	0	0	0	0	0	0	0	0	0
AL161452.1	0	0	0	0	0	0	0	0	0	0
AL161645.1	0	0	0	0	0	0	0	0	0	0
AL161651.1	0	0	0	0	0	0	0	0	0	0
AL161652.1	0	0	0	0	0	0	0	0	0	0
AL161731.1	0	0	0	0	0	0	0	0	0	0
AL161740.1	0	0	0	0	0	0	0	0	0	0
AL161752.1	0	0	0	0	0	0	0	0	0	0
AL161757.1	0	0	0	0	0	0	0	0	0	0
AL161891.1	0	0	0	0	0	0	0	0	0	0
AL161908.1	0	0	0	0	0	0	0	0	0	0
AL161935.1	0	0	0	0	0	0	0	0	0	0
AL162151.3	0	0	0.777575757960445	0	0	0	0	0	0	0
AL162311.1	0	0	0	0	0	0	0	0	0	0
AL162419.1	0	0	0	0	0	0	0	0	0	0
AL162426.1	0	0	0	0	0	0	0	0	0	0
AL162430.1	0	0	0	0	0	0	0	0	0	0
AL162511.1	0	0	0	0	0	0	0	0	0	0
AL162586.1	0	0	0	0	0	0	0	0	0	0
AL163193.1	0	0	0	0	0	0	0	0	0	0
AL163952.1	0	0	0	0	0	0	0	0	0	0
AL353135.1	0	0	0	0	0	0	0	0	0	0
AL353147.1	0	0	0	0	0	0	0	0	0	0
AL353626.1	0	0	0	0	0	0	0	0	0	0
AL353662.1	0	0	0	0	0	0	0	0	0	0
AL353662.2	0.876816199777728	2.86382264321443	0.986737609132751	0	2.31609508321317	0	0	3.64933301390457	3.72461956798477	0
AL353662.3	4.77254387220789	0	2.685425138779	20.9105679182299	0	0	0	0	0	0
AL353751.1	0	0	0	0	0	0	0	0	0	0
AL353763.1	0	0	0	0	0	0	0	0	0	0
AL353765.1	0	0	0	0	0	0	0	0	0	0
AL353803.1	0	0	0	0	0	0	0	0	0	0
AL353898.1	0	0	0	0	0	0	0	0	0	0
AL353997.3	0	0	0	0	0	0	0	0	0	0
AL354741.1	0	0	0	0	0	0	0	0	0	0
AL354928.1	0	0	0	0	0	0	0	0	0	0
AL354936.1	0	0	0	0	0	0	0	0	0	0
AL354984.1	0	0	0	0	0	0	0	0	0	0
AL354984.2	0	0	0	0	0	0	0	0	0	0
AL354984.3	0	0	0	0	0	0	0	0	0	0
AL355075.1	78.5481178967548	74.9917660098139	61.1967074894831	21.1786521223097	74.4812628255519	15.4205679738558	36.2076566266476	40.2362357943325	25.6664489460489	78.6584687166171
AL355149.1	0	0	0	0	0	0	0	0	0	0
AL355361.1	0	0	0	0	0	0	0	0	0	0
AL355388.1	0	0	0	0	0	0	0	0	0	0
AL355480.1	0	0	0	0	0	0	0	0	0	0
AL355480.2	0	0	0	0	0	0	0	0	0	0
AL355480.3	0	0	0	0	0	0	0	0	0	0
AL355480.4	0	0	0	0	0	0	0	0	0	0
AL355490.1	0	0	0	0	0	0	0	0	0	0
AL355512.1	0	0	0	0	0	0	0	0	0	0
AL355531.1	0	0	0	0	0	0	0	0	0	0
AL355537.1	0	0	0	0	0	0	0	0	0	0
AL355598.1	0	0	0	0	0	0	0	0	0	0
AL355821.1	0	0	0	0	0	0	0	0	0	0
AL356019.1	0	0	0	0	0	0	0	0	0	0
AL356020.1	0	0	0	0	0	0	0	0	0	0
AL356131.1	0	0	0	0	0	0	0	0	0	0
AL356289.1	1.93680290704327	3.16295480286526	2.1796087598994	0	0	0	0	0	8.22732747037733	0
AL356309.1	0	0	0	0	0	0	0	0	0	0
AL356310.1	0	0	0	0	0	0	0	0	0	0
AL356458.1	0	0	0	0	0	0	0	0	0	0
AL356585.1	0	0	0	0	0	0	0	0	0	0
AL356585.2	0	0	0	0	0	0	0	0	0	0
AL356585.3	0.556092870065521	0	1.25161407648107	4.87296420513321	0.979273240689936	0	3.33238609661182	0	2.36222184990185	0
AL356585.4	0	0	0	0	0	0	0	0	0	0
AL356750.1	0	0	0	0	0	0	0	0	0	0
AL356756.1	0	0	0	0	0	0	0	0	0	0
AL357075.1	0	0	0	0	0	0	0	0	0	0
AL357140.1	0	0	0	0	0	0	0	0	0	0
AL357514.1	0	0	0	0	0	0	0	0	0	0
AL357515.1	0	0	0	0	0	0	0	0	0	0
AL357874.1	0	0	0	0	0	0	0	0	0	0
AL357936.1	0	0	0	0	0	0	0	0	0	0
AL358134.1	0	0	0	0	0	0	0	0	0	0
AL358852.1	1.33804364871443	0.728377604445311	0.501928831144025	0	0.785426566073868	0	0	0	0	0
AL359091.1	0	0	0	0	0	0	0	0	0	0
AL359314.1	0	0	0	0	0	0	0	0	0	0
AL359538.1	0	0	0	0	0	0	0	0	0	0
AL359538.2	0	0	0	0	0	0	0	0	0	0
AL359546.1	0	0	0	0	0	0	0	0	0	0
AL359771.1	0	0	0	0	0	0	0	0	0	0
AL359851.1	0	0	0	0	0	0	0	0	0	0
AL359853.1	0	0	0	0	0	0	0	0	0	0
AL359955.1	0	0	0	0	0	0	0	0	0	0
AL359987.1	0	0	0	0	0	0	0	0	0	0
AL360091.1	0	0	0	0	0	0	0	0	0	0
AL360157.1	0	0	0	0	0	0	0	0	0	0
AL360178.1	0	0	0	0	0	0	0	0	0	0
AL365181.1	0	0	0	0	0	0	0	0	0	0
AL365181.2	0.175526520439675	0	0.592593815540618	0	0.154550106421736	0	0	0.730546180623355	0	0
AL365214.1	0	0	0	0	0	0	0	0	0	0
AL365232.1	0	0	0	0	0	0	0	0	0	0
AL365361.1	0	0	0	0	0	0	0	0	0	0
AL389915.1	0	0	0	0	0	0	0	0	0	0
AL390065.1	0	0	0	0	0	0	0	0	0	0
AL390071.1	0	0	0	0	0	0	0	0	0	0
AL390119.1	0	0	0	0	0	0	0	0	0	0
AL390240.1	0	0	0	0	0	0	0	0	0	0
AL390718.1	0	0	0	0	0	0	0	0	0	0
AL390877.1	0	0	0	0	0	0	0	0	0	0
AL391001.1	0.790974054344943	0	0	0	0	0	0	0	0	0
AL391095.1	0	0	0	0	0	0	0	0	0	0
AL391261.1	0	0	0	0	0	0	0	0	0	0
AL391380.1	0	0	0	0	0	0	0	0	0	0
