	Case1	Case2	Case3	Case4	Case5	NegCtrl1	NegCtrl2	NegCtrl3	NegCtrl4	NegCtrl5
PDGFRL	12.4424914028234	3.83388460953365	6.07648502759832	4.11440813335034	9.92200135274386	0	1.40682302210636	0	1.99450362918238	3.3957993966493
PDHA1	46.1875484197163	36.2792179385903	39.6895823274002	17.5971756648752	45.3093168187398	77.2773735946822	12.7859794106351	44.9242126678399	40.5194964985827	42.6634038045744
PDHA2	0	0	0	3.6121024756709	0	0	0	0	0	0
PDHB	31.1727955697954	38.18076032969	34.9458238909628	18.911274695605	35.9984123438147	31.7466897591931	17.2433495539752	19.4613042113143	16.297678160527	28.6152071905268
PDHX	30.2536944415243	22.3447452202417	20.5305083190524	7.99323322035561	27.44136849264	21.8250780597717	9.11031360283392	24.044395744839	52.9556798254609	14.2938507667831
PDIA2	0	0	0	2.20453941130804	0	0	0	0	0	0
PDIA3	361.622806317	178.983826674528	162.541702678534	50.4855715836722	179.789555784323	198.330204729847	90.7275864981584	141.641844981755	191.234198714442	169.578788277947
PDIA3P1	10.0262140873021	6.10541516033846	3.63355450718806	1.4891239773499	4.33919857086363	5.42129342830869	2.03668068524893	0.707277582322251	5.77495101286101	0
PDIA3P2	0	0	0	31.3658518773448	0	0	0	0	0	0
PDIA4	704.446577290192	299.366287387745	263.609734772163	138.24561033629	246.564403650919	400.448491071227	77.0702697146957	118.47607210393	362.760779694478	143.865337567809
PDIA5	14.879141880418	10.219135999422	23.4735342226687	25.5893524782469	18.243448731432	22.1810481059888	7.49971230447208	32.4105995727153	18.3117207430183	9.05142939743712
PDIA6	300.907669203896	132.873409762894	103.668804260165	47.1290854104362	131.259507136062	181.696480142572	49.5835648903324	72.3192621409472	158.752713334772	117.690408204136
PDIK1L	3.84472366547273	3.64572158856574	7.39728622109717	1.08679925364484	3.27605554533443	3.5609337886996	6.68888814523859	6.19426261570645	2.63418818130502	0
PDILT	0	0	0	0	0	0	0	0	0	0
PDK1	8.81588229085125	5.95739763716448	12.9145077526687	1.99790550156036	5.82175079372471	5.21271769646366	4.78195053855665	24.5140138456702	18.4016177406383	2.74826336979378
PDK2	8.26973421833865	3.88272792104607	6.51452429937396	0.905831584101714	6.37127234552336	6.26575079617647	1.23890939874035	2.58141450627138	3.95200449500121	0.747622075171648
PDK3	3.71328911458801	2.18035040044065	4.36661420020864	1.8280356313613	5.65738902288368	1.59723182849823	3.00025377521583	5.7304354998863	3.36740780565499	5.7332768050179
PDK4	162.918200165787	310.164471064774	35.1557846017928	369.722217925691	576.972212108326	86.1603873873735	474.345800158821	824.665737675566	159.665194904875	642.700622031373
PDLIM1	187.4150333436	114.462888851602	146.32250922317	153.547605373513	205.26613676416	166.080971195748	88.2640890411965	227.243491559594	146.71020588398	101.016264270105
PDLIM1P1	0	0	0.656806767688983	5.1143494289169	0	0	0	0	0	0
PDLIM1P2	0	0	0	0	0.820363167859691	0	0	0	0	0
PDLIM1P3	0	0	0	0	0	0	0	0	0	0
PDLIM1P4	1.12434681681239	0	1.26529971747639	0	1.97996199956593	1.7934457782715	0	0	2.38805131346936	0
PDLIM2	2.73916588080385	3.95139558678905	6.73025462412591	17.2020986159736	2.97457804116255	12.962090273794	2.18859325815577	4.94020944810944	6.7874787493749	1.65088810674204
PDLIM3	16.8106929516451	9.62381992228608	10.4713023674009	7.06651966173809	22.6668403860585	56.0042147836284	10.7800880933829	82.1009865615846	49.0120225481116	25.1237754637259
PDLIM4	3.21434672542451	5.24928653105772	1.00480858523938	3.129652413401	1.72957526738211	2.27875775553032	1.07010946013711	0.743233278802794	3.79283173563337	2.58303781071303
PDLIM5	38.8080115040486	31.9797832403675	21.5209341036054	14.2998870236118	32.0598517785441	40.0211710931937	28.4202352933852	49.6658098997851	37.6928813448991	35.0381276339124
PDLIM7	39.7820283969949	48.8302230469119	39.5702604179785	89.962416094767	56.1575539180267	145.744837133434	25.3774018126592	118.572270084183	70.8666554970554	16.7062234442372
PDP1	26.8442818336661	17.3048169621429	14.5369480745896	14.1493350367465	19.371052203819	22.8584329334083	11.4903098759511	30.2417960681171	21.86319783884	11.6780595953293
PDP2	5.36976543040992	5.05918759703585	7.8248352461294	9.04894326832711	8.60747204996935	7.46719651856341	2.88779751938886	4.87096001186411	17.8387287769155	4.48109109669833
PDPK1	12.6990083374462	8.63398825483813	6.35804120704592	9.53825465392998	7.53033389029304	17.1970920269341	4.34850272601586	12.7280146498156	12.7704168305664	4.49847717708451
PDPK2P	0	0.417344239691213	0.143797053296571	0	0	0.407638150235231	0	1.06363298417011	0	0
PDPN	58.58371630994	31.392347749398	14.4217544275189	22.7269161431206	28.2092508786282	40.3963138910477	10.0564886060956	8.88952714204432	82.3043463478481	45.238698490377
PDPR	6.91616745351878	16.7196501548475	17.5888235449792	19.5655260916167	7.67199526841918	27.4496504154741	6.20045224312279	21.3056389632195	12.0292479836504	7.87720822968529
PDRG1	14.1603352038708	3.77550455773799	8.78080503988087	10.1293911019325	7.37907656813191	7.37539684390856	1.73175097611355	10.824924959487	13.5034112595053	6.27016919764551
PDS5A	76.4164285615036	58.1969170004743	48.5000454636415	17.0553747179662	50.1469505336638	67.857322345131	24.43749804182	61.3335541201218	91.9298003253469	45.9163332626336
PDS5B	53.8656510020424	24.8632664643219	27.8478199971859	7.51619715874798	29.3028970716073	25.5847885569115	13.1069136022572	48.7292639533925	30.4237049188959	26.0544620728129
PDSS1	6.20829870673775	2.41396446010626	8.3173779128414	10.3623723923063	8.06940602698161	1.88625870668179	3.5431643076364	2.46086753159273	3.76745366651884	4.27625757790286
PDSS1P1	21.8298898571232	9.11975837235476	3.42789456673586	0	6.70503289350313	14.5761742158619	3.04222321387273	23.2423857573186	2.15653466907556	0
PDSS1P2	0	0	0	0	0.734454930517452	0	0	0	3.54333277485277	0
PDSS2	15.5774079256609	10.5996496071537	12.0114731149978	3.79174031876089	11.5568478202157	25.3076651139409	4.32164838083935	4.80248874056302	15.317391107818	3.12948766125791
PDX1	0	0	0	0	0	0	0	0	0	0
PDXDC1	36.1204480088031	55.0616314736412	49.5764867729891	20.0128134613792	58.1571229263576	74.0088938188391	20.888855079144	69.538990725104	61.5274695797442	34.3388936756496
PDXDC2P	27.5774404318714	55.271671220812	52.6648872432582	91.5368414595581	57.3932981832064	58.6517058953895	13.7714825499802	94.7788539130259	63.0103262341569	28.7087429227993
PDXK	43.0616713493089	32.6417360498516	23.0278812668619	40.7713944315654	22.8663836686774	49.2249074215805	7.96617079307573	22.131280802927	47.1924808089273	9.61439980283701
PDXP	0.256483650275118	0.418858413803472	0.577275063846371	4.49506085861268	0.225832400404006	0.818234219020921	0	0	1.08951456750575	1.85498429626489
PDYN	0	0	0	0	0	0	0	0	0	0
PDZD11	26.3894610019248	19.8905126152905	19.6462078889425	7.11529733901002	22.8782974479636	25.9038973860895	19.463239972745	10.1384915748821	6.89843394501128	11.7451266999687
PDZD2	27.7054534674146	6.03269761671977	12.3515726157645	15.5627578087567	7.85002331149347	14.5043603803834	5.53416362056335	12.5659265473758	19.0114201915665	1.79824661555386
PDZD3	0	0	0.332608182853736	1.29495808639155	0	0	0	0	0	0
PDZD4	2.08448357099888	2.12758074737769	1.75935247516413	1.14162741225996	1.72066497197938	6.23430011382561	2.34211241206235	13.5557463370678	0	0
PDZD7	0.171325794867202	0.559577584027055	0.192803925443994	0.750652014029154	0.301702782726951	0	0	0.356531322927666	0.363886643645892	0
PDZD8	26.9745109562227	20.0575116421194	20.3450795347622	14.5847709866038	22.3864903796061	41.1961083734275	20.9794232063636	44.9074610580545	55.8296055702447	27.395561663835
PDZD9	0.424903417623317	0	0.478171117874248	3.72336934381704	0.748250102014775	0	0	0	0	0
PDZK1	0.684128768778187	0.372412420337361	0	0	0.200790501165658	1.45500520398478	0	0	3.87480584088739	0
PDZK1IP1	35.5938324455225	12.917241992121	12.0168080161167	13.8623904800573	12.8842911796929	12.6168283422457	2.36995570647148	11.5221947956498	41.9996437298982	8.58092385999459
PDZRN3	38.9682599554254	14.5931799700856	18.4537131299122	24.2179732690364	29.2822479041522	57.3090500608439	1.65615083576521	19.554456669228	23.8711772116568	5.33017152404507
PDZRN3-AS1	2.47736241676874	0.577961703652475	0.398276444236936	0	0.934844385902689	0	2.12079891129801	0	3.00673294286631	0
PDZRN4	0.928647699271978	0	0.914433560187678	0	1.53312944239788	0.370321521539641	0	1.44939642485742	0	0
PEA15	495.608951439225	199.133141651524	149.471758535254	134.227066765202	212.067971936759	405.078426711658	157.011677060958	434.525535736157	372.428772376097	206.990068782431
PEAK1	49.3192797154582	32.1558352485802	29.3169274847071	17.4182678925215	31.8328996323696	68.9334585890508	14.9944972976845	78.05836399118	45.2979286857295	22.1560324552429
PEAR1	22.0900602085051	16.3672901697635	11.2787855828718	29.5735174843537	17.7392779836336	49.9174660578649	1.83853706704569	27.2413140712443	20.4180546480033	7.3964563711828
PEBP1	106.460196779485	98.8245799172643	114.341642104524	157.119300289156	122.681139496883	165.643789272667	147.738718346617	119.712103127854	195.173509528449	75.6451323985432
PEBP1P1	0	0	0	0	0	0	0	0	0	0
PEBP1P2	0	1.65516631261049	0	8.88137024483957	0.892402227402926	0	0	0	0	0
PEBP1P3	4.12807626902653	0	1.16139736841355	0	3.63474775832725	3.29234754186338	0	4.29529159483294	0	0
PEBP4	14.4034301581465	32.5156492243616	38.6158100293188	22.2732790859347	4.47604892486142	20.2719826173161	22.8474381590172	33.5000569928094	30.5921000471558	9.19155140059345
PECAM1	274.042724410443	269.641794794838	306.753536066389	257.361251497408	469.849253956161	275.257437142937	154.544624863679	867.516841776513	234.931064896278	247.284910823872
PECR	6.01645158358122	6.64655959200346	7.16897599626485	3.10125444093897	5.60906631541614	3.38712100051526	2.12079891129801	3.68244648618343	2.25504970714973	2.55959973295625
PEF1	78.6117196116509	34.8992152067832	27.7711374338239	17.8346544187871	25.9844405647038	56.8126188510477	7.62266455297845	44.4716290358412	76.7291736913463	34.9593194296076
PEG10	84.4641803569708	46.2550813000866	35.0145072363208	92.6110890383555	48.7612632820295	209.578175203358	18.2396949871658	12.3162943323211	117.443285421066	116.182638798053
PEG3	5.26816735038937	5.67253231100413	3.51807461624462	3.55109347695192	2.39575604625541	9.23434564920222	2.4284222153526	9.15601926203307	6.14796709322904	4.60565504206213
PELI1	56.5408207241172	52.3762430127851	29.7142849565166	24.2278396314861	42.2371727409237	50.717121018878	22.3671449100132	118.525269508067	116.272589838019	65.9877449609948
PELI2	13.2323367841456	11.9888152239373	9.7914731983173	9.53039345503938	14.7632503100647	18.2155459191172	9.77606728919486	34.7037533726118	17.324853038583	25.5640023329005
PELI3	4.17749541947081	3.2934689847461	1.78321531757434	6.31151884439694	4.9466269161341	8.73151365407068	0	3.59727935909595	3.0595766955555	1.04183402273665
PELO	22.5131736675942	15.2134435542071	10.3380573805157	15.8730872460962	14.126537386974	36.3235341704002	3.10138335415623	15.078232493964	40.122103033302	6.5503735101461
PELP1	32.9336004123599	30.472475008173	37.1590650798236	102.476725732155	38.9918850674743	50.7493072516511	18.0350133965178	33.9992215944964	55.8862828138327	27.3636272500562
PEMT	7.23373364816625	6.98056769283518	2.96021282739825	23.0502539377697	2.02658319781153	10.4895724008205	0	6.84249940107107	2.79346467598858	0
PENK	0.166729495535564	0	0	0	0.14680437585225	0	0	4.16359633367061	0	0
PEPD	25.8961407227184	29.9127778318774	25.7307755591251	40.9570627819874	25.8045170316447	55.6132433562377	6.05590647353892	12.0924403085268	24.1472153139955	21.0130731706665
PER1	39.6577129946597	53.1567936849432	13.5433330370898	89.8867728892889	44.7325219334952	126.773718201519	28.5565785425591	198.672878925358	130.034543914841	34.4650359929422
PER2	8.22972131630725	6.58550019199594	5.74208920099224	4.32695395514012	10.2171743957519	8.9265162107099	2.46582993324667	16.0985928865712	3.49589584014869	1.19040755915718
PER3	8.5191587554648	5.5877956932209	9.27282373516405	4.89522617273291	5.47209277902014	16.9304470210552	1.25535374500094	7.26577291631204	4.44940045934716	4.04024237388723
PERM1	0.16517127595112	0.26973796800136	0.929389249256169	0	0	3.16157672828469	0	0.687447369733776	1.40325912462043	1.19457954826638
PERP	38.3946493387663	56.1013850932223	35.0211934427666	21.2492812623079	53.2597043492101	31.8035439537026	21.7970437891529	26.352913367441	71.533457043538	49.6908668500401
PES1	43.5996710075028	40.1912551535279	27.8365937844806	52.5466358819931	39.1592484358596	80.5057882690763	14.2239223646632	21.8379570016954	68.4574709861217	9.0352117810119
PES1P1	0	0	0.366616219983078	0	0	0	0	0	0	0
PES1P2	0	0	0.366827526161743	0	0	0	0	0	0	0
PET100	9.93103745681706	14.5110052138846	16.1758395027654	6.87033908958477	15.8776666171291	0.833736808198304	3.13219654367303	13.0526051421541	7.77109859031943	5.67038868751953
PET117	4.91352257911933	8.82659498419045	9.95310481497067	12.9169537705138	9.08529044370763	12.5400969796082	8.83328408406833	8.1800861649642	18.7848971261091	14.2145625482679
PEX1	10.0294662402491	15.3184185145146	12.0988030014931	1.89683768689225	13.0875033472201	10.8187934789785	3.89146847949578	17.7182148308419	14.7121997735147	11.4806440688709
PEX10	2.68668146725242	1.46252225247293	4.19929900957129	6.5397263085517	2.4970304605241	6.19020424603713	7.15552739034936	6.8334699745719	2.53616217614165	1.07950392537981
PEX11A	5.52883630228813	6.40770156215907	3.61274791612464	1.56285228527924	6.28143100461473	0.568970814550971	4.27503836045944	5.93836592612665	6.06087573976709	5.15955896974341
PEX11B	14.1551206640485	19.8908985390898	17.4114962868797	11.5385438803736	17.3909351417054	19.953389176881	9.86331973298666	8.22055806973847	27.9671667211895	11.9040755915718
PEX11G	0.381610289376946	4.3624019008479	5.15340694648279	10.0319931105678	1.34402278782951	1.21741326109388	2.28679936589353	0	0	0
PEX12	7.70930146990868	3.55099993946285	2.22455700066629	6.92877259226911	2.78481897457299	2.52248368114803	3.55369101040288	6.58180997963915	10.0763912814408	5.71861639044262
PEX12P1	0	0	0	0	0	0	0	0	0	0
PEX13	17.7989237711225	18.440401131561	16.5842041819215	5.03127370215277	14.9135361068828	17.4009759420718	5.73441059264673	26.6845898808606	25.2026288534198	11.0734087939468
PEX14	31.6335667164011	13.860042055666	16.9313673654395	15.2122242051788	23.0977558776102	23.9986533644966	4.62351522544914	17.6616764895313	27.8584267141562	4.18510270115698
PEX16	5.43254290057715	4.58885128736331	8.01091050011385	13.1323076425849	7.75228248289802	15.538048286343	1.12256928130315	7.79668696246588	11.9363015303917	1.35483284970655
PEX19	18.1289267398562	15.1135495579188	12.1268525937465	7.77642505634238	18.3065484496966	16.9864763558681	23.5508039605202	17.4122513339966	24.2338226766999	20.1715508208496
PEX2	8.19467585382928	7.24888897062378	7.55691280248477	7.97875563955802	10.1215545848207	7.98803420501205	8.18443145966001	10.8951208012224	12.5703099527278	9.05466776130106
PEX26	5.19134679918288	9.3533204736663	6.15966460617516	12.1144637183539	6.63284800458231	9.27080392381823	3.04328560162514	8.45472812001638	12.7040279303127	2.85674059494623
PEX3	10.3916661980724	9.79063041452284	14.6180121070285	8.75583850993017	20.2351416722423	20.4009210226559	5.98769727960109	14.1395535326727	20.3735374248778	2.89062923905589
PEX5	11.6448157290087	7.4048183868828	8.81375320694013	22.5756404729431	10.6161391797062	27.2866500718137	6.17535834594427	22.7318602551618	22.3253208252294	6.70775571417215
PEX5L	0.718259460251685	0.180457757412398	0.18653158203125	0.968308830914513	0.0972959052150904	0	1.32435977344831	0	0.234699064219439	0
PEX5L-AS1	0	0	0	0	0	0	0	0	0	0
PEX5L-AS2	0	0	0	15.0175896867287	0	0	0	0	0	0
PEX6	25.1353977269615	13.8604056931331	14.8779527818587	4.29073991049392	4.31134582589465	2.08277801205325	0	8.83106993408076	24.9597882737681	2.36088910433714
PEX7	1.23481757392278	5.54552992729433	4.16885867613946	5.41026702687825	7.06712418949872	5.90897309915217	0	3.85450839623654	2.62268517614648	2.23266395920529
PF4	26.3385150825858	34.6492901302238	75.7477486752101	0	95.9846131833558	9.33612653527105	0	6.09009002320427	0	0
PF4V1	0	0	0	0	0	0	0	0	0	0
PFAS	4.45725064003838	8.42086004385144	3.73743452323346	14.5511184261766	8.69564673878289	22.5839472551741	1.04745376611164	5.81998403701054	15.9638886907831	3.16043916957509
PFDN1	53.085679678922	43.3465906348058	42.291702313364	20.7259485918143	41.1881778971042	31.8586641318601	20.4728051037662	53.5953391749322	59.166412607602	20.9073625027439
PFDN2	250.443274453421	148.725088959204	124.009559911056	7.98036166927613	172.401763641754	180.130112854026	43.6590874106823	136.453321389475	201.16544333367	46.1057691028158
PFDN4	33.420128647294	18.5458394063585	29.5766531205626	2.84326138647187	23.7124020424206	13.4565025176332	1.94436985671498	6.75220824431569	9.64811092911718	21.1200019273533
PFDN5	99.5562535709164	118.043719127999	120.133844240893	86.5066482842036	126.405343195365	111.028089411762	74.1978440410686	140.672070527109	85.2915841899472	91.9699018840445
PFDN6	29.1104166021701	15.63804270973	9.48310645011428	1.67822708994937	20.9099542561677	10.9975334077008	6.88595325483417	16.7389826188071	8.94892510492786	16.6213628442835
PFKFB1	0.260860908144204	0.426006827692184	0.293563541462465	0	0	0	0	0	0	0
PFKFB2	3.27901341219943	10.619023966695	10.3197277959859	12.6622365872772	14.1421548737668	10.6380097461152	8.99213736506131	16.1917635198301	16.7618861159456	19.6955363885554
PFKFB3	79.827704508223	132.47990149443	53.7137734824276	172.650699882264	72.2425438083364	225.156938762526	61.528143488423	384.218540134202	269.157677563767	107.708325171004
PFKFB4	4.16728184027322	4.53700410563282	2.60539445673254	8.11495758411737	4.32158236011366	5.90865057455749	1.66482888173615	12.3337536281301	12.5882017165885	2.67905051466454
PFKL	26.1040933149152	27.6267766357368	27.3801446370154	49.4136913622253	24.323409489178	53.1600153622583	7.2139476299384	37.1822306687824	34.4504359772376	6.87358341910837
PFKM	13.8147559270804	11.8538780881326	9.74958309768966	12.9947953816987	12.7135912137461	24.4013569401367	1.40313414032054	9.42047668024911	23.5397395964481	11.2896504920345
PFKP	33.3992141204494	32.0942529474747	17.6472176296644	15.1690093882874	23.6697077643464	58.4726614204904	6.10197454132916	13.5617993170671	56.663977385105	5.89159578431989
PFN1	431.204262716558	370.455708878719	510.56594769887	476.375781557379	492.948259268378	404.97034625654	404.228328374559	336.429200547076	475.15611031234	300.541064165353
PFN1P1	1.33698924079583	0	13.5413991040558	0	5.88605724457249	0	24.0357209947108	5.56458580134385	0	0
PFN1P10	0	0	0	0	0	0	0	0	0	0
PFN1P11	0	0	0	0	0	0	0	0	0	0
PFN1P12	0	0	0	0	0	0	25.386042398908	0	0	0
PFN1P2	5.50559009162759	7.99206319036586	2.40947555718462	0	3.50107396299666	1.95154835364103	0	12.7302314438532	18.190002541321	4.42427298351983
PFN1P3	0	0	0	0	0	0	0	0	0	0
PFN1P4	0	0	0	0	0	0	0	0	0	0
PFN1P8	0	0	0	9.12671196431027	0.917054222635051	0	0	4.33484308281482	0	0
PFN1P9	0	0	0	0	0	0	0	0	0	0
PFN2	30.0384606160035	18.6758452905767	15.7867375912476	2.67231307447855	20.809886397433	31.6186086387634	11.8785323761943	13.9617243104087	21.3746366957552	15.4390307968987
PFN3	0	0	0	0	0	0	0	0	0	0
PFN4	0	0.5754409984029	0.793078826031931	0	1.24102291063136	0	0	0	0	0
PGA3	0	0	0	0	0.0988212825740886	0	0	0	0	0.811716684513611
PGA4	0	0	0	0	0	0	0	0	0	0
PGA5	0	0	0	0	0	0	0	0	0	0
PGAM1	46.3124651032205	29.452837400539	30.3188727184116	3.90220834379565	32.9359663014409	48.3015900787389	16.0111968200987	55.6020423772075	71.8822248907928	16.1033085561578
PGAM1P1	0	0	0	0	0	0	0	0	0	0
PGAM1P10	0	0	0	0	0	0	0	0	0	0
PGAM1P11	0	0	0	7.28794793620659	2.19688430687132	2.65324478373696	0	0	3.53291120786791	0
PGAM1P12	0	0	0	0	0	0	0	0	0	0
PGAM1P13	0	0	0	0	0	0	0	0	0	0
PGAM1P2	0	0	0	6.83559254706273	0	0	0	0	0	0
PGAM1P3	1.00096716611794	0	0	0	0	0	0	0	0	0
PGAM1P4	0	0	0.848594343854166	0	0	0	0	0	0	0
PGAM1P5	0.238929636187847	1.17057389408955	1.88218010360556	0	0.841504761961694	6.09786718357797	0	0	3.04484109169858	0
PGAM1P6	3.02836117192308	1.23638929375724	0	6.63427656843437	0.66661371203592	16.9068877785648	0	3.15103051401399	3.21603697637239	0
PGAM1P7	0	1.25316526789234	0	6.72429388958002	0.675658674207371	0	0	0	13.0386953668938	0
PGAM1P8	0	0	0	0	0	0	0	0	0	0
PGAM1P9	0	0	0	0	0	4.77935484222816	0	0	0	0
PGAM2	0	0	0	0	0	0	0	0	0	0
PGAM3P	0	0	0	0	0	0	0	0	0	0
PGAM4	0.334642869145938	0	0.376595123012204	0	0.883953448918638	2.1351555656108	0	1.39279277749612	0	0
PGAM4P1	0	0	0	0	0	0	0	0	0	0
PGAM4P2	0	0	0	0	0	0	0	0	0	0
PGAM5	13.7379704175701	11.2176048878946	10.145769925888	31.3499784705243	11.0881879995934	18.7177288893184	2.57264928663023	12.5076456663303	22.4919144711429	5.17489925767217
PGAM5P1	0	0	0	0	0	0	0	0	0	0
PGAP1	10.6364037086116	5.57290774920637	3.69069713062504	2.71848853352742	3.7070952178222	7.49337371725413	5.31155342097675	15.86305950014	14.3077228448095	7.69263920996302
PGAP2	7.33483640775965	3.24414386157161	7.91043092757869	5.35617897500187	4.30552125709447	10.2373238345755	0.915708365375362	2.54398248469976	6.49116352702021	1.10517167610486
PGAP3	5.6257729093227	4.59366964461448	8.61725397530826	24.6489314007098	3.02711515435157	4.9853729011913	0.936456662131588	8.45527972411988	11.9488348119103	7.91149008368295
PGBD1	6.02033316524804	2.38343949015911	3.90079658061995	1.59864664407112	3.85517762238064	11.6400416318783	1.09323763234007	5.31507695412231	8.52457284995225	0
PGBD2	10.0686165915314	10.8775843617574	6.62419578193474	2.71476559661489	8.31979923756253	7.9066839898817	0.928248879828599	1.28941100737795	9.21208290849151	1.12030686750591
PGBD4	0.942006501729706	1.11881623553804	2.50569196019931	1.50084936299833	2.11127989111801	1.36599519453447	0	1.06927004571553	1.09132932526507	0.619358021390685
PGBD4P1	0	0	0	0	0	0	0	0	0	0
PGBD4P2	0	0	0	0	0	0	0	0	0	0
PGBD4P3	0.973401805260989	0	0	0	0	0	0	0	0	0
PGBD4P4	0	0	0	0	0	0	0	0	0	0
PGBD4P5	0	0	0	0	0	0	0	0	0	0
PGBD4P6	0	0	0	0	0	0	0	0	0	0
PGBD4P8	0	0	0	0	0	0	0	0	0	0
PGBD5	0.452155817687635	0.328180795038342	0.678453326346939	0.440242035766232	0.265413756537709	1.28219344616941	0	0.209098320508879	0	0
PGC	22.6218579542654	36.487221824658	44.944070804128	876.137306464262	84.3458923020028	91.7695134088575	230.95657240251	26.7347433389009	110.331508536082	42.4173075745905
PGCP1	0	0	0.468664033792801	0	0	0	0	0	0	0
PGD	101.978222551106	173.189094366309	153.907975055459	120.438095507428	164.492783565199	82.2800422583414	86.429077744257	83.3335540618893	152.085838615328	203.714342022754
PGDP1	0	0	1.32500851746834	0	0	0	0	0	1.66716143049978	2.83847354147404
PGF	4.6771587775876	3.34170207635592	0.548282010588064	4.26930099639945	2.8312706091312	3.10855694855467	0.583913966273986	1.62220523361023	10.7618659812379	9.16146189738682
PGGT1B	10.390912010972	10.3649673925258	8.78597282220645	5.4140282612797	8.65459107219145	7.88410804741382	9.76085640553901	10.0520658596329	11.6909922977613	6.09331667483974
PGGT1BP1	0	0	0	0	0.486764851310687	0	0	0	0	0
PGGT1BP2	0	0	0	0	0	0	0	0	0	0
PGK1	185.776339462562	83.2362650715396	74.566111417386	58.3357539421943	74.7352807428581	114.152477434568	72.3060975886498	141.999796288698	176.743028975551	63.9452697677851
PGK1P2	0	0	0	16.3288454583871	0	0	0	0	0	0
PGK2	0	0	0	0	0	0	0	0	0	0
PGLS	14.1386612214159	12.0325928486466	14.118338995461	20.94001942234	12.6243492563873	31.1289141528575	2.38664553539029	5.80166850626026	10.9968081258987	5.76090193417477
PGLYRP1	9.58553303146838	11.7404593530083	45.8456690005958	27.9988960261044	8.44000750662428	5.09662839813879	0	0	3.39319155557935	0
PGLYRP2	0	0	0	0	0	0	0	0	0	0
PGLYRP3	0	0	0	0	0	0	2.88920431394221	0	0	0
PGLYRP4	0	0	0	0	0	0	0	0	0	0
PGM1	33.8467828111403	27.8637931566614	25.9136609786224	21.8799319939094	23.3285368143608	26.1094384899501	0.831257458978223	29.4443977170446	31.2303458257443	19.061703971552
PGM2	26.7623285561747	21.3501599692999	15.7510372499447	6.73892384636997	21.5326925264189	16.1922254411361	3.68674099565321	12.1627892535764	29.4008928367577	32.25917074372
PGM2L1	7.21261697471454	10.2012675741694	7.89940646892257	2.8215694583355	8.73216900537329	7.19052901992024	2.70135010496237	13.4013880321592	18.3283346197292	5.58903262117616
PGM3	17.8482163586742	15.8088524621412	13.9578903843357	5.3017433502225	12.985061027509	25.5744696458625	8.61081793859723	18.2564252541014	28.5921083578719	8.75151724688759
PGM5	10.0440580105469	5.02858150146999	4.8678117339314	12.8488581711705	9.55381715683734	11.2265892845702	0.439335838767723	6.10272178887335	4.67146672546703	6.36283179662549
PGM5-AS1	0	0	0.270252975749734	2.10437562489192	0.21144817107891	0	0	0	1.02011873518054	0
PGM5P2	3.99881327474388	4.66455960826594	6.42874502919823	2.50293161445479	1.76046621224032	0.911215380273298	1.71163467689607	7.13278725444985	13.3465534519454	2.06577796629499
PGM5P3-AS1	0.181497576654889	0.296400129151686	0	0	0.159807587577289	0	0	0	0	0
PGM5P4	2.54178179261409	0	0	0	0	0	0	0	0	0
PGM5P4-AS1	0	0	0	0	0	0.744616777936909	0	0	0	0
PGP	6.61353306185066	2.33522832474502	6.43687239333122	20.3620290000209	8.02654316922644	18.8175767847842	1.07112410248237	3.71968993989957	15.1857118922262	0
PGPEP1	12.3517935294298	15.6205907456992	19.3247613262834	25.7392967463309	19.3640230821845	25.7091610686777	9.92925909250137	31.0331814626284	13.4372012380753	8.71538766443273
PGPEP1L	0	0	0	3.04597701083004	0.30606050577187	0	0	0	0	0
PGR	1.77058032038421	0.817163032170184	1.99254780255691	1.68645089383396	1.18618495209822	5.28012505795063	0	3.84480195026494	1.96206053605133	1.94866144509961
PGRMC1	132.02960348503	88.074858179212	69.979184426744	38.7373991398161	77.0683957991544	71.4537209085596	63.5775506874163	80.9547193339852	102.65509585759	63.9433096393552
PGRMC2	46.0897127580958	30.9458137435542	25.4523271097634	22.4971674295352	37.2447715607929	32.7612066681917	19.7803696123787	45.2853354222205	51.9321145990095	30.9464792616176
PGS1	44.724906987476	34.693699577494	25.7950534534555	40.1716070505021	27.3691188461154	53.8622329762971	7.37038419588699	39.5560859010119	60.3207220070132	14.5560155632174
PHACTR1	21.9188389715824	14.5160361876095	10.1167480714888	14.60453221008	12.8959214536829	18.2064055351266	10.8952777075506	40.568603343089	15.0175543395707	9.49689674092394
PHACTR2	59.7592737298618	30.7751218915992	45.1363883892495	17.2199197494831	41.171355221195	62.0477272661508	26.2692613544295	81.7881075951261	37.4569167619638	30.2467882199679
PHACTR2P1	3.23580294959295	2.34858945311292	1.21381899152694	0	1.89940410511443	1.14698439474961	0	7.48194467249984	7.6362988599815	0
PHACTR3	4.17001314084033	4.99397550064061	2.81567023808731	2.43608287561223	3.26370927668906	13.894429508149	0.55530667872427	11.1847901073382	3.93639131795867	1.34040320277375
PHACTR4	58.1236749405752	39.7606372512705	40.35955058921	33.1877033257351	38.0428983977006	48.0825827967091	16.6742271107219	36.3511871967247	51.5475742178458	21.2421940937591
PHAX	41.543417461069	33.7957661186542	31.2835162261912	6.76652730286794	33.1792321314482	41.878085335881	9.2546058444954	37.2805975014118	51.1702923171256	43.5607248927633
